object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,
Telkomsel,'1068775005540872192,01/12/2018 14:53,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@kifly_suak  Mohon maaf atas kendala yg dialami. Laporan pd nomor 081340251xxx masih dlm proses pengecekkan. Dimoho… https://t.co/1NDEhYA6Ec,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068775005540872192,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068773695160672256,'1124099869,,,"[{""id"":""\\""1124099869\\"""",""name"":""\\""kifly_suak\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'1068775031319064577,01/12/2018 14:53,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@masahiryuu  Jika sudah mengirimkan data via DM, maka interaksi selanjutnya melalui DM. Tks. -Kio,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068775031319064577,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068774642876243968,'79234386,,,"[{""id"":""\\""79234386\\"""",""name"":""\\""masahiryuu\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111262455595184_2111276635593766,01/12/2018 14:53,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Terima kasih telah menunggu. Saya cek nomor 082216269xxx aktif. Seperti info sebelumnya, pengecekan lokasi aktivasi kartu, mohon maaf tidak tersedia saat ini. Apakah ada hal lain kembali yang ingin ditanyakan seputar produk dan layanan Telkomsel? :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111262455595184_2111276635593766,,'157697287618387_2111262455595184,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'2111268622261234_2111274702260626,01/12/2018 14:50,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Osan. Untuk nomor 082216269xxx termasuk zona lokasi 2. Terima kasih. -Ario,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111268622261234_2111274702260626,,'157697287618387_2111268622261234,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'1068774196472250369,01/12/2018 14:49,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19    Baik, ada yang bisa saya bantu kembali? :) -Mima,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068774196472250369,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068773600054767616,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068774017274851328,01/12/2018 14:49,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@milisdad  1)Siang, Mas Dedy. Mengenai informasi data dari nomor 085216047xxx tdk bisa diinformasikan. Jika SMS yg… https://t.co/ZDLu03A2UH,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068774017274851328,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772368581939200,'58994539,,,"[{""id"":""\\""58994539\\"""",""name"":""\\""milisdad\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068774130864943105,01/12/2018 14:49,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@milisdad @kemkominfo 2)agar dibantu pembuatan laporan dan data terjaga. Tks. -Dira  https://t.co/TQOtR8EsXb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068774130864943105,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772368581939200,'58994539,,,"[{""id"":""\\""58994539\\"""",""name"":""\\""milisdad\\""""},{""id"":""\\""177848697\\"""",""name"":""\\""kemkominfo\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'2111262455595184_2111272832260813,01/12/2018 14:48,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Osan. Saya bantu cek terlebih dahulu. Mohon ditunggu :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111262455595184_2111272832260813,,'157697287618387_2111262455595184,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,
Telkomsel,'2111262455595184_2111272162260880,01/12/2018 14:48,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Osan. Terkait pengecekan lokasi aktivasi kartu, mohon maaf tidak tersedia saat ini. Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111262455595184_2111272162260880,,'157697287618387_2111262455595184,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068773490273046530,01/12/2018 14:47,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19 Mohon maaf, dapat kami bantu blokir SMS advertising merchant di nomor pelanggan dengan melakukan validasi… https://t.co/l6Zutcd49o,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773490273046530,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772428703125504,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068773623710662656,01/12/2018 14:47,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@masahiryuu   [1] Hai, Mas Noctis. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan koneksi internet,… https://t.co/6gEm41UEif,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773623710662656,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772902139441152,'79234386,,,"[{""id"":""\\""79234386\\"""",""name"":""\\""masahiryuu\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068773653863526400,01/12/2018 14:47,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@masahiryuu [2] dibantu cek dan kerahasiaan data terjaga. Terima kasih :) -Mima https://t.co/TQOtR8EsXb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773653863526400,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772902139441152,'79234386,,,"[{""id"":""\\""79234386\\"""",""name"":""\\""masahiryuu\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'1068773471092596737,01/12/2018 14:47,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@rajanr_ [2] 1. Nomor HP, 2. Nama lengkap, 3. Tempat dan tanggal lahir, 4. Nominal tagihan terakhir, 5. Capture ket… https://t.co/31S2kM95Cp,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773471092596737,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772321920397312,'170250023,,,"[{""id"":""\\""170250023\\"""",""name"":""\\""rajanr_\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,
Telkomsel,'1068773411109822464,01/12/2018 14:46,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@rajanr_  [1] Selamat siang, Mas Raja. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa akt… https://t.co/VWjHiVgybB,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773411109822464,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772321920397312,'170250023,,,"[{""id"":""\\""170250023\\"""",""name"":""\\""rajanr_\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068773318885425152,01/12/2018 14:46,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@richamuchlis [1] Siang, Mbak Rica. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan ketidaksesuaian p… https://t.co/efDp0qzqeN,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773318885425152,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772258884120577,'269219536,,,"[{""id"":""\\""269219536\\"""",""name"":""\\""richamuchlis\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068773352993521664,01/12/2018 14:46,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@richamuchlis [2] 2. Tanggal kejadian 3. Kutoa awal dan akhir kirim via DM link https://t.co/TQOtR8EsXb agar dibant… https://t.co/ypD8u5jHj7,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773352993521664,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772258884120577,'269219536,,,"[{""id"":""\\""269219536\\"""",""name"":""\\""richamuchlis\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'1068773055915118593,01/12/2018 14:45,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19  Baik. Saya informasikan Telkomsel bekerja sama untuk merchant tertentu, namun capture yang diberikan ada… https://t.co/IzHsKFfjUY,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773055915118593,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068771812568260608,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068772940764725248,01/12/2018 14:45,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Mahatvavirya [1]Siang, Mas Faiz. Mohon maaf atas kendala tidak bisa akses Telkomsel Wifi. Untuk dibantu pengecekan… https://t.co/Rae7LxBDuE,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068772940764725248,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: http://facebook.com/telkomsel, & http://youtube.com/telkomsel.,'1068771973075881985,'64622354,,,"[{""id"":""\\""64622354\\"""",""name"":""\\""Mahatvavirya\\""""}]",1374412,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health"",""book""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068772989984899072,01/12/2018 14:45,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Mahatvavirya [2]5. Tipe HP, 6. Capture keterangan gagal. Tks. -Agan https://t.co/TQOtR8EsXb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068772989984899072,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068771973075881985,'64622354,,,"[{""id"":""\\""64622354\\"""",""name"":""\\""Mahatvavirya\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068773033056190464,01/12/2018 14:45,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Silminida  Hai, Mbak Silmi. Maaf atas ketidaknyamanannya. Mengenai keluhan yang dialami, infokan via DM data berik… https://t.co/zG3ehKKyAa,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068773033056190464,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068772420541009921,'110024323,,,"[{""id"":""\\""110024323\\"""",""name"":""\\""Silminida\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2111268622261234_2111269385594491,01/12/2018 14:44,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat siang, Mas Osan. Mohon maaf, mengenai tarif sesuai dengan zona lokasi.  Terkait mahalnya tarif paket data juga mengacu kepada besaran biaya penggeluran jaringan yang berbeda-beda, akibat dari berbedanya tingkat kesulitan dan komponen biaya lainnya yang dibutuhkan untuk menggelar infrastruktur jaringan di lokasi tersebut. Terima kasih :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111268622261234_2111269385594491,,'157697287618387_2111268622261234,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,
Telkomsel,'2111262455595184_2111268768927886,01/12/2018 14:43,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Mohon maaf atas ketidaknyamanan yang dialami. Terkait tarif, saat ini sudah ada penyesuaian tarif yang diharapkan akan meningkatkan kenyamanan dan pengalaman pelanggan di dalam menikmati layanan broadband Telkomsel di mana pun pelanggan berada. Penyesuaian tarif data juga mengacu kepada besaran biaya penggelaran jaringan yang berbeda-beda, akibat dari berbedanya tingkat kesulitan dan komponen biaya lainnya yang dibutuhkan untuk menggelar infrastruktur jaringan di lokasi tersebut. Silakan aktivasi paket dial di *363# atau aplikasi MyTelkomsel :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111262455595184_2111268768927886,,'157697287618387_2111262455595184,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068771607609409536,01/12/2018 14:39,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19 [1] Baik, apabila menerima SMS spam dari CFC, Dunkin Donut dan merchant lainnya bisa dibantu blokir dari… https://t.co/3bj1amPO6C,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068771607609409536,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068769822299713537,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068771639251263488,01/12/2018 14:39,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19 [2] 1. Nomor HP, 2. Nama lengkap, 3. Tempat dan tanggal lahir, 4. Nominal isi ulang terakhir jika nomor p… https://t.co/wOPO2UP1LR,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068771639251263488,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068769822299713537,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,
Telkomsel,'1068771630401282048,01/12/2018 14:39,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@nikeenike  Hai, Nike. Mohon maaf atas ketidaknyamanannya. Silakan infokan detail keluhan agar dibantu cek lebih la… https://t.co/y2Wxl2dlps,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068771630401282048,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068771108709494785,'48208345,,,"[{""id"":""\\""48208345\\"""",""name"":""\\""nikeenike\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111260078928755_2111265945594835,01/12/2018 14:39,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Selamat siang, Mas Egi. Mengenai Weekend Deal merupakan paket promo, paket promo hanya bisa diaktifkan oleh pelanggan yang mendapatkan SMS penawaran dari Telkomsel. Promo dan penawaran yang diberikan bergantung terhadap event, waktu, lokasi tertentu, masa promosi, atau kondisi khusus lainnya, serta biasanya ditawarkan hanya untuk periode tertentu saja. Silakan aktivasi paket lain dial di *363# atau aplikasi MyTelkomsel. Terima kasih :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111260078928755_2111265945594835,,'157697287618387_2111260078928755,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,
Telkomsel,'1068771299164545024,01/12/2018 14:38,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@csgravity168  Hai, terkait status isi ulang pulsa data di nomor 081379094xxx berhasil pada tanggal yang diminta. Terima kasih :) -Via,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068771299164545024,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068769133469163520,'770396706647060480,,,"[{""id"":""\\""770396706647060480\\"""",""name"":""\\""csgravity168\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111262455595184_2111264888928274,01/12/2018 14:38,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Hai, Mas Osan. Terkait cara aktivasi paket GamesMAX, silakan dial di *363*678# atau melalui aplikasi MyTelkomsel. Info lengkap paket GamesMAX: https://www.telkomsel.com/games/paket-gamesmax . Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111262455595184_2111264888928274,,'157697287618387_2111262455595184,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068770535486541825,01/12/2018 14:35,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@lewyongdae Siang, Mbak Nana. Mengenai paket 37GB tidak lagi tersedia, paket tersebut merupakan paket promo. Untuk… https://t.co/46qrimuu2r,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068770535486541825,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068767504862859264,'551299033,,,"[{""id"":""\\""551299033\\"""",""name"":""\\""lewyongdae\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'2111163765605053_2111261662261930,01/12/2018 14:35,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Terima kasih atas data yang diberikan, saya cek data di nomor 081355569xxx belum sesuai, silakan infokan data yang diminta sebelumnya agar memudahkan dalam proses koordinasi ke tim terkait kami dan kerahasiaan data tetap terjaga.  Ketika sudah mengirimkan data via inbox akan tersambung dengan Veronika Virtual Asisstant. Silakan posting nomor HP sebanyak 2 -3 kali agar terhubung dengan officer kembali   :) -Sabil,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111163765605053_2111261662261930,,'157697287618387_2111163765605053,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'2111161945605235_2111261228928640,01/12/2018 14:34,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Baik, Mas Fitra. Terkait informasi atau keluhan seputar produk dan layanan Telkomsel, silakan hubungi kami melalui feed atau inbox Telkomsel agar dapat diberi solusi yang tepat. Terima kasih :) -Chintia,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111161945605235_2111261228928640,,'157697287618387_2111161945605235,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,
Telkomsel,'1068769723460931585,01/12/2018 14:32,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@amrilnuryan [1] Hai, Mas Amril. Mohon maaf atas ketidaknyamanan yang dialami. Terkait kendala tidak bisa connect T… https://t.co/ZkuCIifS2i,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068769723460931585,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068768531553017856,'41330129,,,"[{""id"":""\\""41330129\\"""",""name"":""\\""amrilnuryan\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'1068769759951376384,01/12/2018 14:32,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@amrilnuryan [2] agar dapat saya bantu cek juga privasi terjaga. Terima kasih :) -Aida  https://t.co/TQOtR8EsXb,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068769759951376384,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068768531553017856,'41330129,,,"[{""id"":""\\""41330129\\"""",""name"":""\\""amrilnuryan\\""""}]",1374431,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
Telkomsel,'1068769291980271616,01/12/2018 14:30,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@babyce19 Mohon maaf, namun Telkomsel tidak pernah menginformasikan data pribadi milik pelanggan dikarenakan bersif… https://t.co/DLAQSPIlfX,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068769291980271616,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068768749061234691,'156492058,,,"[{""id"":""\\""156492058\\"""",""name"":""\\""babyce19\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,
Telkomsel,'2111163765605053_2111257658928997,01/12/2018 14:30,'social_media,'facebook,'comment,'account,'157697287618387,'157697287618387,'Telkomsel,'Telkomsel,'Silakan infokan detail pertanyaan dan keluhan seputar produk dan layanan Telkomsel melalui feed atau inbox Facebook Telkomsel agar dapat dibantu diberikan solusi yang tepat. Terima kasih :) -Dinar,y,'https://graph.facebook.com/157697287618387/picture,[],'https://facebook.com/2111163765605053_2111257658928997,,'157697287618387_2111163765605053,'157697287618387,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,
Telkomsel,'1068769121548955649,01/12/2018 14:29,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Nvi18  Hai, Mbak Novi. Maaf atas ketidaknyamanannya. Mengenai keluhan saldo TCAS, saya cek data sudah diterima via… https://t.co/dJqREiaDjQ,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068769121548955649,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068768281320873985,'126507376,,,"[{""id"":""\\""126507376\\"""",""name"":""\\""Nvi18\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,
Telkomsel,'1068768219769462784,01/12/2018 14:26,'social_media,'twitter,'status,'account,'255409050,'255409050,'Telkomsel,'Telkomsel,'@Adhi_Ro @BNICustomerCare [2] Saya sarakan tidak mengikuti instruksi yang diberikan oleh penelapon sebelum menghubu… https://t.co/OoiGu7lRlK,y,'http://pbs.twimg.com/profile_images/975350015064354816/hVH80E7s_normal.jpg,[],'https://twitter.com/statuses/1068768219769462784,'Official Twitter Account of PT Telekomunikasi Selular (TELKOMSEL). Follow us on: https://t.co/blaYmUcvJD, & https://t.co/8ykyxpTnT6.,'1068766781647421441,'100776267,,,"[{""id"":""\\""100776267\\"""",""name"":""\\""Adhi_Ro\\""""},{""id"":""\\""3272444328\\"""",""name"":""\\""BNICustomerCare\\""""}]",1374406,0,0,0,,'Indonesia,,"[""technology"",""economy"",""health""]",0,,,,'in,'en,,,,,,,,,
