object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,,
 Ridwan Hanif Rahmadi,'UgxAi4Yq-AuAzFdMr_t4AaABAg,28/12/2018 13:06,'social_media,'youtube,'comment,'account,'UCGAGPNod17fLs8blfuev4hA,'UC1OPu2eZqYSoM_yUgfmprjg,'midy ringo,'midy ringo,'Keren ka,2,,[],'https://www.youtube.com/watch?v=UgxAi4Yq-AuAzFdMr_t4AaABAg,,'52veuSTtzXo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzHvnRLMteuLvU9heV4AaABAg,29/12/2018 17:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UChnZDsqYepFwEXwrZrpUs0Q,'Johan Junior,'Johan Junior,'Keren kak,2,,[],'https://www.youtube.com/watch?v=UgzHvnRLMteuLvU9heV4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzcbZnB_Nm8-LkUeM14AaABAg,29/12/2018 17:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCNlRZKthpd2kg_g9r4MA6IQ,'mas cill,'mas cill,'Keren kali,2,,[],'https://www.youtube.com/watch?v=UgzcbZnB_Nm8-LkUeM14AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'Ugx0UM0TLN7dw9hcL8Z4AaABAg,28/12/2018 17:51,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UChsNHsmf_OB1S1V94peIxhg,'Muhammad Hanif Arwani,'Muhammad Hanif Arwani,'Keren kali mobil nya bang arif ya,2,,[],'https://www.youtube.com/watch?v=Ugx0UM0TLN7dw9hcL8Z4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Motomobi ,'UgwSgCNZVboamjK_reZ4AaABAg,15/12/2018 16:04,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UC86-dauU_vWZC22w6a-VBNA,'Yeriko aditya Karelka,'Yeriko aditya Karelka,'Keren kali om😃,-1,2,,[],'https://www.youtube.com/watch?v=UgwSgCNZVboamjK_reZ4AaABAg,,'IRRyAqfXPL4,,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,,,,
Motomobi ,'UgxlyjCBtiXdWZ9Hoxd4AaABAg,28/12/2018 17:55,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCKAcXQFJ2Iygdvq8uONsBzw,'LiA Fela,'LiA Fela,'Keren kali. Asli mantap kali,-1,2,,[],'https://www.youtube.com/watch?v=UgxlyjCBtiXdWZ9Hoxd4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgweJB4yG7q6jacki794AaABAg,28/12/2018 18:55,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCR6AC6BhRdd9MixOrr-NQpA,'feby pratama,'feby pratama,'Keren karna ada arief muhamad colab sama arap lah... Balapin sama nisan nya 😂,2,,[],'https://www.youtube.com/watch?v=UgweJB4yG7q6jacki794AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxY9gy9x4QqwOPmRyl4AaABAg,29/12/2018 13:29,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCbFj6-X1K-vxRYMAReMJe6A,'BAYU MEMES,'BAYU MEMES,'keren keren,2,,[],'https://www.youtube.com/watch?v=UgxY9gy9x4QqwOPmRyl4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Layz Motor,'Ugw6yV_90pwm4nMBDWV4AaABAg,14/12/2018 9:45,'social_media,'youtube,'comment,'account,'UCy5JMbHIhz6gejVvbhBk16Q,'UCNC-oHphVZdbfykc48yGF-g,'bayu puspa saputra,'bayu puspa saputra,'Keren keren keren,2,,[],'https://www.youtube.com/watch?v=Ugw6yV_90pwm4nMBDWV4AaABAg,,'YLICPVZd7VM,,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,,,,,
Fitra Eri,'UgyyN1HmonJXR6ABXPZ4AaABAg,28/12/2018 21:01,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCGLC5VMopUBNaG_LsDT7yhA,'iqball Maulana,'iqball Maulana,'keren keren nih mobil turbo n/a  itu kembali ke selera,2,,[],'https://www.youtube.com/watch?v=UgyyN1HmonJXR6ABXPZ4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Layz Motor,'Ugxlj-uyNCqPMhMDENF4AaABAg,20/12/2018 13:45,'social_media,'youtube,'comment,'account,'UCy5JMbHIhz6gejVvbhBk16Q,'UCVbr3QCD9knUTIYsXSHQssg,'M.Fahrur Rohman,'M.Fahrur Rohman,'keren mas,2,,[],'https://www.youtube.com/watch?v=Ugxlj-uyNCqPMhMDENF4AaABAg,,'6TDMomChY4E,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,,
alitt susanto,'Ugw5XzmxW-ViI4-d0Et4AaABAg,29/12/2018 19:34,'social_media,'youtube,'comment,'account,'UC4lYFqL-TUrZwck-cOdxTIw,'UCM9Li6lTUGDCsah5rcIHdcQ,'Ziel Purnama,'Ziel Purnama,'Keren Mas Alit...<br />Bekerja karena hobby lebih menyenangkan...<br />Hobby tersalurkan dapet duit lagi...<br />Cuma Mas Atenk jgn dilupakan Donk<br />Tes ride hasil garapan Mas Atenk menunggu loch...,2,,[],'https://www.youtube.com/watch?v=Ugw5XzmxW-ViI4-d0Et4AaABAg,,'ZqBsyHXTfDk,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzforThWD00bfQPnQV4AaABAg,29/12/2018 11:29,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCufpdUE8uKpi8sqzf_BLjcQ,'Hoirul tipsani,'Hoirul tipsani,'Keren mas boby,2,,[],'https://www.youtube.com/watch?v=UgzforThWD00bfQPnQV4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
 Ridwan Hanif Rahmadi,'Ugy-e7ac0RUgrA9K7ot4AaABAg,26/12/2018 17:19,'social_media,'youtube,'comment,'account,'UCGAGPNod17fLs8blfuev4hA,'UCCi0IOWZzXRa0Lyw1nL-YAA,'Ajat Sudrajat,'Ajat Sudrajat,'keren mas ridwan laptop nya,2,,[],'https://www.youtube.com/watch?v=Ugy-e7ac0RUgrA9K7ot4AaABAg,,'qnCCBg9sAX8,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
sigit bt,'UgywvwwzmzWfxBJfx3p4AaABAg,11/12/2018 23:25,'social_media,'youtube,'comment,'account,'UCMGZnbg12_KHAxOxz96gLtg,'UC-798K41PsmiJ5QRlPT1ITQ,'Bagus Hardiansyah,'Bagus Hardiansyah,'Keren mas,-1, biar greget wkwk,2,,[],'https://www.youtube.com/watch?v=UgywvwwzmzWfxBJfx3p4AaABAg,,'kKBb2M-vkwU,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,
Motomobi ,'UgzZHU6S3Q6ktui-p3N4AaABAg,23/12/2018 18:05,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCIv6hsN1I1L3L1vknNmib-g,'Dhanu Santoso,'Dhanu Santoso,'Keren mobil nya,2,,[],'https://www.youtube.com/watch?v=UgzZHU6S3Q6ktui-p3N4AaABAg,,'91Tkpo-PrXw,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'UgxNsVMq8CWDcMDDuJJ4AaABAg,29/12/2018 10:22,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCx280MX2NzV3Tb5KqWhBWNQ,'Reza PN,'Reza PN,'Keren mobilnya om mobi jarum bensinnya di Huruf E bisa jalan,2,,[],'https://www.youtube.com/watch?v=UgxNsVMq8CWDcMDDuJJ4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'Ugy9Vs_vA1OKfLZoL5B4AaABAg,29/12/2018 3:07,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCCvWlJr-xi-qtVnBKNi6f5A,'Claindy Hizkia,'Claindy Hizkia,'keren ni klo bikin youtube series kyk topgear ,-1,2,,[],'https://www.youtube.com/watch?v=Ugy9Vs_vA1OKfLZoL5B4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Layz Motor,'Ugw6Zg8hC3Qdflm3nDJ4AaABAg,28/12/2018 12:54,'social_media,'youtube,'comment,'account,'UCy5JMbHIhz6gejVvbhBk16Q,'UClVw41cyL9M0Re6UMyhOG9Q,'Do Gado,'Do Gado,'Keren ni reviewnya,-1,2,,[],'https://www.youtube.com/watch?v=Ugw6Zg8hC3Qdflm3nDJ4AaABAg,,'tOqjU8eDkIQ,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
 Ridwan Hanif Rahmadi,'Ugz8CtxCfxIA1eqHdUd4AaABAg,15/12/2018 17:24,'social_media,'youtube,'comment,'account,'UCGAGPNod17fLs8blfuev4hA,'UCoHjbjjOl9s1e64D6Z9qKYg,'Lizno d'monkey,'Lizno d'monkey,'Keren nih bang ridwan,-1,2,,[],'https://www.youtube.com/watch?v=Ugz8CtxCfxIA1eqHdUd4AaABAg,,'m9JusUxq0-E,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,
 Ridwan Hanif Rahmadi,'UgyG-PdRQi3LC2GG4Sp4AaABAg,28/12/2018 21:47,'social_media,'youtube,'comment,'account,'UCGAGPNod17fLs8blfuev4hA,'UCis7XxNpYORgYIDitn20H_A,'Robbi Firli,'Robbi Firli,'Keren nih kalo begini modifikasinya,2,,[],'https://www.youtube.com/watch?v=UgyG-PdRQi3LC2GG4Sp4AaABAg,,'zTX-2uDgE_c,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugz_dgEjyIdm7xFJPnt4AaABAg,29/12/2018 10:47,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC7kLKvllFDEnITM9vr_CETg,'Johanmohamad_r TV,'Johanmohamad_r TV,'Keren nih lu bang otw 10K viewers blm setengah jam.. Wkwk,2,,[],'https://www.youtube.com/watch?v=Ugz_dgEjyIdm7xFJPnt4AaABAg,,'uWPICrW1eyo,,,,[],0,0,6,0,,,,,[],0,,,,,,,,,,,,,,,,,,
'Suzuki Motorcycles Indonesia,'2239456559665940_2245167642428165,12/12/2018 17:58,'social_media,'facebook,'comment,'account,'1797993397145594,,,,'Keren nih motor,2,'https://graph.facebook.com//picture,[],'https://facebook.com/2239456559665940_2245167642428165,,'1797993397145594_2239456559665940,'1797993397145594,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,
Fitra Eri,'Ugz3NoohfslI7HGkshJ4AaABAg,28/12/2018 18:49,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCoCIak1qmPXSEWhO_oMaQLA,'f robby,'f robby,'Keren om,2,,[],'https://www.youtube.com/watch?v=Ugz3NoohfslI7HGkshJ4AaABAg,,'ZGkG90F6_sc,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'UgwIqfjngXULhAwu1zF4AaABAg,28/12/2018 21:36,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCVIR_zL57d0GkpUjMuVludQ,'Riky Firdaus,'Riky Firdaus,'Keren om fitra,2,,[],'https://www.youtube.com/watch?v=UgwIqfjngXULhAwu1zF4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'UgzMwyrbM-Hs774VO3F4AaABAg,28/12/2018 18:43,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCZEHBBrcJ0jiKxhAytqO7YA,'enriche putera hutama,'enriche putera hutama,'Keren om Fitra Eri...!!! Bikin gw kangen sama tunggangan kesayangan pertama walaupun dulu miara kakaknya alias genio �? tetap semangat untuk buat content youtube yg bagus n membangun mindset masyarakat indonesia mengenai kemajuan dunia otomotif.,2,,[],'https://www.youtube.com/watch?v=UgzMwyrbM-Hs774VO3F4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'Ugy1CGqKfkuNkZc5N_R4AaABAg,28/12/2018 21:11,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCKw8CspO7EYEto-ZUWdKj3g,'dhimas risandy,'dhimas risandy,'keren om penilaiannya.... pure from your heart....,2,,[],'https://www.youtube.com/watch?v=Ugy1CGqKfkuNkZc5N_R4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Motomobi ,'UgxLFNIoMHu2jGFC1Al4AaABAg,28/12/2018 9:23,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCcSmkuoi_PGkDxHafv2mgog,'Adrian Fauzan,'Adrian Fauzan,'keren om turbo ekspresi nya sesuai banget sama karakter mobil nya yg sleeper,2,,[],'https://www.youtube.com/watch?v=UgxLFNIoMHu2jGFC1Al4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'UgyxSpznPhsyAgRweqN4AaABAg.8fHqJB5VU3O8pCCI9tuBWB,23/12/2018 19:19,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCC2-UcWZO8mpjJkiKvuno2Q,'Vin Sutejo,'Vin Sutejo,'Keren Om Vios bermuka 2 nya,-1,2,,[],'https://www.youtube.com/watch?v=UgyxSpznPhsyAgRweqN4AaABAg.8fHqJB5VU3O8pCCI9tuBWB,,'m3K18zlsGio,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Fitra Eri,'UgxFEzv7cyBzsm5eYDJ4AaABAg,14/12/2018 23:14,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCKvHkEgEFANQlO4M_U9Ddpw,'Roy Setiawan,'Roy Setiawan,'Keren om,-1,2,,[],'https://www.youtube.com/watch?v=UgxFEzv7cyBzsm5eYDJ4AaABAg,,'Nl6iRxmOd5w,,,,[],0,0,0,0,,,'male,[],0,,,,,,,,,,,,,,,,,,
Layz Motor,'Ugx9pHY6GDMdOuu-yQ14AaABAg,15/12/2018 10:36,'social_media,'youtube,'comment,'account,'UCy5JMbHIhz6gejVvbhBk16Q,'UCBIHM9184zxhMRecXVexvgQ,'mamang iyan,'mamang iyan,'Keren om.... Honda Forza mantap dah.... sesuai dgn harganya,2,,[],'https://www.youtube.com/watch?v=Ugx9pHY6GDMdOuu-yQ14AaABAg,,'YLICPVZd7VM,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,
Harald Arkan,'UgwZKrTIch_ydR-15mN4AaABAg,26/12/2018 10:18,'social_media,'youtube,'comment,'account,'UCyVceuGC-IhunEaQql4_QdA,'UCmnbF9EEd3lDRNzqvDaL0Vg,'Anshar Kurniawan,'Anshar Kurniawan,'Keren openingnya,2,,[],'https://www.youtube.com/watch?v=UgwZKrTIch_ydR-15mN4AaABAg,,'Kls3a_eiCQk,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,,
Den Dimas,'UgzLjnS9I1z1QONSdlV4AaABAg,10/12/2018 17:44,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCE_hZt4be1WkVdQlOan5Nng,'Muhamad Azriel,'Muhamad Azriel,'keren paarah,2,,[],'https://www.youtube.com/watch?v=UgzLjnS9I1z1QONSdlV4AaABAg,,'cU4824t5CAQ,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,
Harald Arkan,'UgyviUbgXUBp5GIbr-d4AaABAg,14/12/2018 3:38,'social_media,'youtube,'comment,'account,'UCyVceuGC-IhunEaQql4_QdA,'UCrnUzo70mMT5Ei2tM9xHHBA,'pitou lulu,'pitou lulu,'Keren parah cuma lintasan balapnya agak melebar tp keren,2,,[],'https://www.youtube.com/watch?v=UgyviUbgXUBp5GIbr-d4AaABAg,,'5Xj6UYpaej8,,,,[],0,0,0,0,,,'female,[],0,,,,,,,,,,,,,,,,,,,
Motomobi ,'UgzukBgA64oW0QpD_x14AaABAg,15/12/2018 16:14,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCzoLcoA5rCFddlxWkEjnq4g,'Jm Z,'Jm Z,'Keren parah looks nya,2,,[],'https://www.youtube.com/watch?v=UgzukBgA64oW0QpD_x14AaABAg,,'IRRyAqfXPL4,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,
'aerox,'1073623930437554179,15/12/2018 0:01,'social_media,'twitter,'status,'keyword,'aerox,'139231399,'shandi_arfandi,'shandi arfandi,'Keren Parah New Yamaha Aerox 155 Vva 2019 Type S Merah: https://t.co/0EFqDZafHm melalui @YouTube,2,'http://pbs.twimg.com/profile_images/731700651764285441/2wruo5vx_normal.jpg,[],'https://twitter.com/statuses/1073623930437554179,,,,,,"[{""id"":""\\""10228272\\"""",""name"":""\\""YouTube\\""""}]",16,0,0,0,,'Depok Indonesia,,[],0,'Indonesia,'Depok,'Jawa Barat,'in,'id,,,,,,,,,,,,,,
ID9,'UgxdxTC_oQXwB2NwRKx4AaABAg,29/12/2018 9:19,'social_media,'youtube,'comment,'account,'UCjVLsiObMKBXFA6GKZqLOVw,'UCYh8V_GlIbNrjvcmgqhOC9A,'ellaa putrii f,'ellaa putrii f,'keren pisan♥�?😂,2,,[],'https://www.youtube.com/watch?v=UgxdxTC_oQXwB2NwRKx4AaABAg,,'ezSrVWYRQxU,,,,[],0,0,3,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Dian Novtani,'Ugzt_AUxtnQnO1p7qCt4AaABAg,10/12/2018 18:39,'social_media,'youtube,'comment,'account,'UC04mrhjrfFKQz3N9Tdb3yBw,'UCXM-YJodt7VVXMbWuM4Qk5g,'andhikasidarta,'andhikasidarta,'Keren poll ini..salut buat mekanik2 otomotif indonesia..mekanik lokal rasa internasional,-1,2,,[],'https://www.youtube.com/watch?v=Ugzt_AUxtnQnO1p7qCt4AaABAg,,'b2V1wIJDqUE,,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,
alitt susanto,'UgyOCeTCkdk8pOOjBcJ4AaABAg,24/12/2018 5:05,'social_media,'youtube,'comment,'account,'UC4lYFqL-TUrZwck-cOdxTIw,'UCaD_lOIDG-JKnNumcOhPAcw,'Ludiro Marlan,'Ludiro Marlan,'KEREN POOLLL.. GOOD JOB OM.. sehat terus ya om.,2,,[],'https://www.youtube.com/watch?v=UgyOCeTCkdk8pOOjBcJ4AaABAg,,'xJAhUUZn4p0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'UgzNFuZYt2dOL_dtPat4AaABAg,29/12/2018 17:02,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UC4OhRR1QIJ5O0oA3RCIN1-Q,'Harry S.wibowo,'Harry S.wibowo,'Keren punya om mobi la uda turbo,2,,[],'https://www.youtube.com/watch?v=UgzNFuZYt2dOL_dtPat4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Fitra Eri,'UgyWtdk6qxh01Ueoxwd4AaABAg,28/12/2018 21:18,'social_media,'youtube,'comment,'account,'UCyxFLIrNfV8B3cN4KgQL6sA,'UCA1MPXvmDMou_noLcKSjJNw,'Noviar Anindhita Machmud,'Noviar Anindhita Machmud,'Keren sangat om fitra!! 💞,2,,[],'https://www.youtube.com/watch?v=UgyWtdk6qxh01Ueoxwd4AaABAg,,'5wNeopedmkA,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Motomobi ,'UgzzpnKyNk5GfE0t-ix4AaABAg,28/12/2018 1:06,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCT15wJOu8D3K5Kzj8dTwC_Q,'Unexpected Mailer,'Unexpected Mailer,'Keren scene balapan om turbo sama akbar,-1,2,,[],'https://www.youtube.com/watch?v=UgzzpnKyNk5GfE0t-ix4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Den Dimas,'UgzDEu9kxBlOjSUkSQ94AaABAg,26/12/2018 18:44,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCRZ5Owibizzya32V-Ty2JUQ,'Afif Fajar Rayhan,'Afif Fajar Rayhan,'keren si kayak anak sma wkwk,2,,[],'https://www.youtube.com/watch?v=UgzDEu9kxBlOjSUkSQ94AaABAg,,'X7HLHJmv2eY,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,,
JodieMotovlog HD,'UgxxIuKFfXXfX7P53Pp4AaABAg,19/12/2018 19:48,'social_media,'youtube,'comment,'account,'UCv56bTPJNB5OPJU3o17To9Q,'UCQRjDpgl5k96hdIGNs8cjYg,'MAkbarR Kuy,'MAkbarR Kuy,'Keren sih bang tpi tetep aja sy blm mampu beli 😂�?,2,,[],'https://www.youtube.com/watch?v=UgxxIuKFfXXfX7P53Pp4AaABAg,,'Uoa8XFzK-t0,,,,[],0,0,2,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Dian Novtani,'UgwSuMoxfYgt-vQTV0F4AaABAg,19/12/2018 11:18,'social_media,'youtube,'comment,'account,'UC04mrhjrfFKQz3N9Tdb3yBw,'UCP0zLT-NqvP2t-LQnPkpnGA,'Ddy,'Ddy,'Keren sih tapi kenapa khas dua tak itu menghilang ya treng teng teng teng teng,2,,[],'https://www.youtube.com/watch?v=UgwSuMoxfYgt-vQTV0F4AaABAg,,'QF0mIuQyiw0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Layz Motor,'UgxavnIsU-eFCJKIPDB4AaABAg,15/12/2018 20:36,'social_media,'youtube,'comment,'account,'UCy5JMbHIhz6gejVvbhBk16Q,'UCkehVrau52zgDxWGs1x-aEQ,'Darah Suci,'Darah Suci,'keren sih,-1,2,,[],'https://www.youtube.com/watch?v=UgxavnIsU-eFCJKIPDB4AaABAg,,'YLICPVZd7VM,,,,[],0,0,0,0,,,'female,[],0,,,,,,,,,,,,,,,,,,
JodieMotovlog HD,'Ugy_KpK4CpU0x4yVpRl4AaABAg,19/12/2018 20:27,'social_media,'youtube,'comment,'account,'UCv56bTPJNB5OPJU3o17To9Q,'UCZE-DuV9bYOUKtIci0GaORA,'Syahreni Rahmadani,'Syahreni Rahmadani,'Keren sih,-1,2,,[],'https://www.youtube.com/watch?v=Ugy_KpK4CpU0x4yVpRl4AaABAg,,'Uoa8XFzK-t0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Ajgum Motovlog,'Ugx045FmVv9wmoPM-qx4AaABAg,20/12/2018 21:06,'social_media,'youtube,'comment,'account,'UCycrBZrt4K97BG0UhWHOBQA,'UCoWIhlIVZBlmtAhCl78xSmg,'Sri Cahyati,'Sri Cahyati,'keren syuka bngt sama ka ajgum,2,,[],'https://www.youtube.com/watch?v=Ugx045FmVv9wmoPM-qx4AaABAg,,'JYRIyY3dzls,,,,[],0,0,0,0,,,,'female,[],0,,,,,,,,,,,,,,,,,,
Motomobi ,'Ugy4_kMAYg7Ykna6ClJ4AaABAg,28/12/2018 17:17,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCHpcJE7N4CERgv3ZScWUi5w,'Ersjad Ecato,'Ersjad Ecato,'keren video ny,2,,[],'https://www.youtube.com/watch?v=Ugy4_kMAYg7Ykna6ClJ4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Iwan Banaran,'Ugz70EXQYat3appRljl4AaABAg,28/12/2018 0:26,'social_media,'youtube,'comment,'account,'UCU1-85Fs_eseaTqhe4tEAUQ,'UCoj3pALqhfLvwM3--x5NH3Q,'Arya Popo,'Arya Popo,'Keren warnanya,2,,[],'https://www.youtube.com/watch?v=Ugz70EXQYat3appRljl4AaABAg,,'_caoxE0W8rk,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Layz Motor,'UgzpGEiiKzOJoeHk-_54AaABAg,19/12/2018 1:30,'social_media,'youtube,'comment,'account,'UCy5JMbHIhz6gejVvbhBk16Q,'UCjtzjOaIcHmQRNz0VWYRWIQ,'Alvi Devan,'Alvi Devan,'Keren ya jadi pengen beli Yamaha Mio,2,,[],'https://www.youtube.com/watch?v=UgzpGEiiKzOJoeHk-_54AaABAg,,'tOqjU8eDkIQ,,,,[],0,0,2,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Layz Motor,'UgyOOhYKuCSelv_B9st4AaABAg,26/12/2018 22:32,'social_media,'youtube,'comment,'account,'UCy5JMbHIhz6gejVvbhBk16Q,'UCtqaj7y1GIGGNx5cka0o7cw,'Seagate Seagate,'Seagate Seagate,'Keren! Mau tanya kampas rem forza berapa ya harganya??,2,,[],'https://www.youtube.com/watch?v=UgyOOhYKuCSelv_B9st4AaABAg,,'YLICPVZd7VM,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Motomobi ,'UgwvCMlrK46PRHXe9IB4AaABAg,28/12/2018 1:22,'social_media,'youtube,'comment,'account,'UCu12RxQjRQyh79YBYvEDkOg,'UCWSfsgQTpqh9IMJDmX8Hj4w,'MHarvi Project,'MHarvi Project,'KEREN!!!!!!,2,,[],'https://www.youtube.com/watch?v=UgwvCMlrK46PRHXe9IB4AaABAg,,'Sk_9mjUfn6k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,,
Den Dimas,'UgwZXXK-VEv4hbaoeih4AaABAg,20/12/2018 17:18,'social_media,'youtube,'comment,'account,'UCFX4XuK9uM87ZItd9CsQGsg,'UCoyVp8azDqONNPWlwG9E4qg,'Rijal Aufaar,'Rijal Aufaar,'Keren,-1,2,,[],'https://www.youtube.com/watch?v=UgwZXXK-VEv4hbaoeih4AaABAg,,'GUpgLMWiwzA,,,,[],0,0,0,0,,,,'male,[],0,,,,,,,,,,,,,,,,,
