object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxYW4V19A8qgbvKf1V4AaABAg,29/12/2018 15:05,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCZCSDSbfIQ2FjKb6xEijiWA,'R U D Y Zulihsan,'R U D Y Zulihsan,'Keren,2,,[],'https://www.youtube.com/watch?v=UgxYW4V19A8qgbvKf1V4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgweRyq2ABprevbypt94AaABAg,29/12/2018 12:46,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCuvEjfFyaep6dqyhO03JOWg,'yustia amanda,'yustia amanda,'keren,2,,[],'https://www.youtube.com/watch?v=UgweRyq2ABprevbypt94AaABAg,,'jxStewMZHHo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwpXUYqY1tAgHM7nIh4AaABAg,29/12/2018 17:02,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCy7bj7eujHw5ehtIBZwURQA,'vanessa putri,'vanessa putri,'Keren,2,,[],'https://www.youtube.com/watch?v=UgwpXUYqY1tAgHM7nIh4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzD3NRky1UJ0Hu3LdJ4AaABAg.8pJlso5kJNq8pQTa8Eu-Nm,29/12/2018 8:19,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCg_B8b6mRLGTTBdgZhsiGlw,'Rochmae rohmah,'Rochmae rohmah,'Keren,2,,[],'https://www.youtube.com/watch?v=UgzD3NRky1UJ0Hu3LdJ4AaABAg.8pJlso5kJNq8pQTa8Eu-Nm,,'iOaXErIRxDE,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyfanKn00eWUfDcSVJ4AaABAg,29/12/2018 12:08,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC813BeO-QrdOHXPK0TkQHfw,'Laras Perlaya,'Laras Perlaya,'Keren,2,,[],'https://www.youtube.com/watch?v=UgyfanKn00eWUfDcSVJ4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgysvdsHR1Ik2lNqpqZ4AaABAg,29/12/2018 10:43,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCv3AzsLT7yHBVvdUM7qnvyA,'Novan Indra,'Novan Indra,'keren bang,2,,[],'https://www.youtube.com/watch?v=UgysvdsHR1Ik2lNqpqZ4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugx7vBNJgjjSu9VqJiJ4AaABAg,29/12/2018 12:15,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCVXTP4RE1DR_FVE4RcClxFQ,'Sukma Fajar,'Sukma Fajar,'Keren bang <br />Itu cewek udh 3 kali masuk vlog abang ya makin ngefens gua,2,,[],'https://www.youtube.com/watch?v=Ugx7vBNJgjjSu9VqJiJ4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugymo26MXH5t3pe1_8t4AaABAg,28/12/2018 10:02,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCaRgbgH7wIN51r5BFJGbMIA,'AG GAMING,'AG GAMING,'Keren bang mantul mantap betul,2,,[],'https://www.youtube.com/watch?v=Ugymo26MXH5t3pe1_8t4AaABAg,,'VnwHts2CPps,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugxwwy1TaGoiG6r2-wl4AaABAg,29/12/2018 22:00,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCBSr9u4Gj8W0rVYezK2epqw,'Hendry Ehen,'Hendry Ehen,'Keren bang windi ozawa trusin aja jangan ksih kendorr oke…,2,2,,[],'https://www.youtube.com/watch?v=Ugxwwy1TaGoiG6r2-wl4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwhrpzFCOU7NeFG5614AaABAg,29/12/2018 12:53,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCyhdBvf4Ud-CN1DEsJIDlmg,'Sartika Muslikin,'Sartika Muslikin,'Keren bngat sma kece lgi <br />Kh bobby nya,2,,[],'https://www.youtube.com/watch?v=UgwhrpzFCOU7NeFG5614AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugwg2vgENTAw99o1qDR4AaABAg,28/12/2018 10:01,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCkskjimkbauce1xmzei6vqA,'D'Nha Lee,'D'Nha Lee,'Keren �?�?,2,,[],'https://www.youtube.com/watch?v=Ugwg2vgENTAw99o1qDR4AaABAg,,'iOVklYawf_k,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzHvnRLMteuLvU9heV4AaABAg,29/12/2018 17:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UChnZDsqYepFwEXwrZrpUs0Q,'Johan Junior,'Johan Junior,'Keren kak,2,,[],'https://www.youtube.com/watch?v=UgzHvnRLMteuLvU9heV4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzcbZnB_Nm8-LkUeM14AaABAg,29/12/2018 17:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCNlRZKthpd2kg_g9r4MA6IQ,'mas cill,'mas cill,'Keren kali,2,,[],'https://www.youtube.com/watch?v=UgzcbZnB_Nm8-LkUeM14AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxY9gy9x4QqwOPmRyl4AaABAg,29/12/2018 13:29,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCbFj6-X1K-vxRYMAReMJe6A,'BAYU MEMES,'BAYU MEMES,'keren keren,2,,[],'https://www.youtube.com/watch?v=UgxY9gy9x4QqwOPmRyl4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzforThWD00bfQPnQV4AaABAg,29/12/2018 11:29,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCufpdUE8uKpi8sqzf_BLjcQ,'Hoirul tipsani,'Hoirul tipsani,'Keren mas boby,2,,[],'https://www.youtube.com/watch?v=UgzforThWD00bfQPnQV4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugz_dgEjyIdm7xFJPnt4AaABAg,29/12/2018 10:47,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC7kLKvllFDEnITM9vr_CETg,'Johanmohamad_r TV,'Johanmohamad_r TV,'Keren nih lu bang otw 10K viewers blm setengah jam.. Wkwk,2,,[],'https://www.youtube.com/watch?v=Ugz_dgEjyIdm7xFJPnt4AaABAg,,'uWPICrW1eyo,,,,[],0,0,6,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzFBiOw71fz7PStSFZ4AaABAg,29/12/2018 18:52,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCzCOXVqe-xWFCP1MTZkWp3A,'Budi emonska,'Budi emonska,'keren² a cewe yah.,2,,[],'https://www.youtube.com/watch?v=UgzFBiOw71fz7PStSFZ4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugwwhoja-UsOWsPIOJB4AaABAg,29/12/2018 22:08,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCHztZsljWG7tpXdys0nCEBA,'Nengahselviana85 Nengah,'Nengahselviana85 Nengah,'keren�?�?,2,,[],'https://www.youtube.com/watch?v=Ugwwhoja-UsOWsPIOJB4AaABAg,,'nltx4Y5Xssk,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxXgrb3cI-w-a8iUdR4AaABAg,28/12/2018 10:18,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCn7a8Bp8B2dsujkYHFvv0Bg,'Febrian putiray,'Febrian putiray,'Kereng bro,2,,[],'https://www.youtube.com/watch?v=UgxXgrb3cI-w-a8iUdR4AaABAg,,'VnwHts2CPps,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxH_KQnWh6Or2UAnDB4AaABAg.8pRR1NGCHhS8pS7UWXU-0M,29/12/2018 23:45,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCBJfiWMlWALg62TyeisztkQ,'Awie Tailong,'Awie Tailong,'Kerenn bg Vidio nyaa,2,,[],'https://www.youtube.com/watch?v=UgxH_KQnWh6Or2UAnDB4AaABAg.8pRR1NGCHhS8pS7UWXU-0M,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyOC_uxuK4k-vL7S494AaABAg,29/12/2018 14:15,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCN2e5wgGsrFkYkIDBaXPP0Q,'Usep Solehudin20,'Usep Solehudin20,'Kerenn bro vidionya,2,,[],'https://www.youtube.com/watch?v=UgyOC_uxuK4k-vL7S494AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxUWRC-NFX08mz-R0B4AaABAg,29/12/2018 11:23,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC-_NsoZDWlhnb9VMEvKBGeg,'dale patties kray Adit#069,'dale patties kray Adit#069,'Kimcil y mantap.<br />Kwkwkwkw,2,,[],'https://www.youtube.com/watch?v=UgxUWRC-NFX08mz-R0B4AaABAg,,'F1tODwnJopQ,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyyFM1MqP-GI3fL2MB4AaABAg,29/12/2018 16:05,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCZeiIT550YJuW5TGv76-P8w,'Muhamad Ridwan,'Muhamad Ridwan,'kurang mantap boy,2,,[],'https://www.youtube.com/watch?v=UgyyFM1MqP-GI3fL2MB4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxxpENMDF_ecxD_vWN4AaABAg,29/12/2018 12:17,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCL5V6PUJo9oTBiTIsZe_WNg,'fadrin jesya,'fadrin jesya,'Mantaaapp buat teruss vidio 18+ bangg upload trusss banggg..gak peduli orang ngomong apa yang penting banyak orang yang support lu banggg..mantap jiwa,2,2,,[],'https://www.youtube.com/watch?v=UgxxpENMDF_ecxD_vWN4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugxwa7pPZ36tYildMvh4AaABAg,28/12/2018 10:02,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCg1vbXBQ3aP-rXmRq_VEpsQ,'Genta Tribuana,'Genta Tribuana,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugxwa7pPZ36tYildMvh4AaABAg,,'win1G4DGbEM,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugx8eSd2kms6aQcmlsR4AaABAg,28/12/2018 11:03,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCDP0_UHzdBBviHpePg9R8FQ,'Hafidzkhoirul Fadli,'Hafidzkhoirul Fadli,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugx8eSd2kms6aQcmlsR4AaABAg,,'qWDhyCgJd2M,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwYlkb4XzrdHgeJBzx4AaABAg.8pLrlO0lSAl8pOW9vLq43K,28/12/2018 14:03,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCRtCow0dPKe88aArD64OxuA,'Imam Forblack,'Imam Forblack,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgwYlkb4XzrdHgeJBzx4AaABAg.8pLrlO0lSAl8pOW9vLq43K,,'qWDhyCgJd2M,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugy0pbItg_3Bk8odGYR4AaABAg,28/12/2018 3:14,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UChaaxBSHHjF4KWStXiPdyIA,'Arjuna Bpc,'Arjuna Bpc,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugy0pbItg_3Bk8odGYR4AaABAg,,'qWDhyCgJd2M,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgznTM4tbF7kwcR7Eeh4AaABAg,28/12/2018 17:03,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCconyzQ20DtFts04ESNWcpQ,'Dhit Motovlog,'Dhit Motovlog,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgznTM4tbF7kwcR7Eeh4AaABAg,,'jxStewMZHHo,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzCHLBfUSk2zadLhkZ4AaABAg,28/12/2018 15:11,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC0hezgyDurDU94NrIHECqYw,'gasmart pontianak,'gasmart pontianak,'mantap,2,,[],'https://www.youtube.com/watch?v=UgzCHLBfUSk2zadLhkZ4AaABAg,,'win1G4DGbEM,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzjtJihFt_wCEeqahF4AaABAg,29/12/2018 21:16,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCJoym7-mJQMzudZaUepxT9g,'Drak INDONESIA X Treet,'Drak INDONESIA X Treet,'MANTAP,2,,[],'https://www.youtube.com/watch?v=UgzjtJihFt_wCEeqahF4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugw0jELPfLsppij22AZ4AaABAg,29/12/2018 17:03,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCL2BUKiyj_66jco7bSv7JiQ,'Atta Halilntar,'Atta Halilntar,'MANTAP,2,,[],'https://www.youtube.com/watch?v=Ugw0jELPfLsppij22AZ4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,609,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugx_ZBkn8qoiIVayIbt4AaABAg,29/12/2018 17:03,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC9rjQpQezyg4YTkh7H2I0fA,'Defri Oktafiza,'Defri Oktafiza,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugx_ZBkn8qoiIVayIbt4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzvwN7PW5pItnmyhgR4AaABAg,29/12/2018 17:19,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCoFxHqamROlPGfs9KJ0PgwQ,'Saba Kota,'Saba Kota,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgzvwN7PW5pItnmyhgR4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugzh2LCFu7ZIVON5Dqx4AaABAg,29/12/2018 10:37,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC4xVVJg_Es4_BIKtlgEZ-Xg,'Naufal 157,'Naufal 157,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugzh2LCFu7ZIVON5Dqx4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwB-m9uuXJVGTNW9MN4AaABAg,29/12/2018 10:36,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC6sFPJvAN5iAplwNSxtU9tw,'Ivan Channel,'Ivan Channel,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgwB-m9uuXJVGTNW9MN4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzS0CBxZoHVuCYmVtx4AaABAg,29/12/2018 20:51,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UClNfYtE49Ehh3y1IyT3t4lA,'Zaenal Arifin,'Zaenal Arifin,'mantap,2,,[],'https://www.youtube.com/watch?v=UgzS0CBxZoHVuCYmVtx4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugz8zCztW9KTgGd84mV4AaABAg,29/12/2018 23:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCjET39P1IbGAojYDJSCtl8w,'RIO boncos,'RIO boncos,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugz8zCztW9KTgGd84mV4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgzyNVpfnWJZhvbbbNB4AaABAg,29/12/2018 17:01,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCFMVNoYKi_ucLHvh0SY8i9Q,'Bagas Noor Alamsyah,'Bagas Noor Alamsyah,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgzyNVpfnWJZhvbbbNB4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,2,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugzd60j5cQp-hZ2yzDd4AaABAg,29/12/2018 10:43,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCkyHAh_tGGNvwudV0c3ZL7Q,'Adit 03,'Adit 03,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugzd60j5cQp-hZ2yzDd4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyuATfJ3J-Zo9pR72F4AaABAg,29/12/2018 17:22,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC0hJrEyWUXoP0b-trm4ia3Q,'Zul _2003,'Zul _2003,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgyuATfJ3J-Zo9pR72F4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyM-rJ5lplWVFloV9N4AaABAg,29/12/2018 10:31,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCIcyGn18-Z5wlbAny3_7X0w,'Ricis Oficial,'Ricis Oficial,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgyM-rJ5lplWVFloV9N4AaABAg,,'uWPICrW1eyo,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgziaIkwtLsumehvl354AaABAg,29/12/2018 12:02,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC-fyEXhQxduBUaihct9T3hg,'Awal Nurul Insan,'Awal Nurul Insan,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgziaIkwtLsumehvl354AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxUzKBYNgfXOPfEnjx4AaABAg.8p6p00XGyL78pRZZCX8J9r,29/12/2018 18:31,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCYKINsxX16Tm1XYxGnOhevw,'Zidan Nurhilal,'Zidan Nurhilal,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgxUzKBYNgfXOPfEnjx4AaABAg.8p6p00XGyL78pRZZCX8J9r,,'Jk5bcpIpny4,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwnPYJWRKlmhnBZqxt4AaABAg,29/12/2018 20:28,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCd0iHQUoNJjUJZKM5znXjvg,'Zidan Muzaki,'Zidan Muzaki,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgwnPYJWRKlmhnBZqxt4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,1,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugz0f-3UF1KRnk4gc_h4AaABAg,29/12/2018 17:24,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCvbVBlgNTNpdrUXsQH5onQg,'Navisz Avisz,'Navisz Avisz,'Mantap,2,,[],'https://www.youtube.com/watch?v=Ugz0f-3UF1KRnk4gc_h4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwWrb2THiRbJ1CRDOp4AaABAg,29/12/2018 13:23,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC7-_m_C4NU2kdHdfJV9mahw,'Panji Bastian,'Panji Bastian,'mantap,2,,[],'https://www.youtube.com/watch?v=UgwWrb2THiRbJ1CRDOp4AaABAg,,'qWDhyCgJd2M,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugwre0gMTZyrNLqNmzB4AaABAg,29/12/2018 13:23,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC7-_m_C4NU2kdHdfJV9mahw,'Panji Bastian,'Panji Bastian,'mantap,2,,[],'https://www.youtube.com/watch?v=Ugwre0gMTZyrNLqNmzB4AaABAg,,'qWDhyCgJd2M,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgwKOxtGtJjvgQQBGwt4AaABAg,29/12/2018 17:04,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC8gkgZ654eY9eIF0X9EJh5g,'Chanel Joko,'Chanel Joko,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgwKOxtGtJjvgQQBGwt4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxhWhKYNDC_I2OZGFx4AaABAg,29/12/2018 17:25,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCEPN8IOPYBL5LrqXiKHNNWQ,'RIZKY ADITYA,'RIZKY ADITYA,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgxhWhKYNDC_I2OZGFx4AaABAg,,'sPda6t5Vfb0,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxIkMfQi6eB-di-VMZ4AaABAg,29/12/2018 11:52,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC_MfMm7uTBSU7DOpAgx11CA,'aris bambang,'aris bambang,'mantap,2,,[],'https://www.youtube.com/watch?v=UgxIkMfQi6eB-di-VMZ4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgxKpuF9TqEEmFiOVnZ4AaABAg,29/12/2018 12:36,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCzCqh7y5r5IBntPM-BIiktQ,'Ali Fajar Ali All Fajar,'Ali Fajar Ali All Fajar,'Mantap,2,,[],'https://www.youtube.com/watch?v=UgxKpuF9TqEEmFiOVnZ4AaABAg,,'qWDhyCgJd2M,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugyzd_BkEp1PW1_VzD94AaABAg,28/12/2018 17:12,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCdgi2PHLnKF60K7ZIYRtyqg,'Ms. Holland,'Ms. Holland,'mantap aa,2,,[],'https://www.youtube.com/watch?v=Ugyzd_BkEp1PW1_VzD94AaABAg,,'jxStewMZHHo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'UgyLXwFqxbtzc1NlM7J4AaABAg,29/12/2018 10:43,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UC3v0_3TPF6tOtEPAtqCchig,'Mas Gètóng,'Mas Gètóng,'Mantap baang..,2,,[],'https://www.youtube.com/watch?v=UgyLXwFqxbtzc1NlM7J4AaABAg,,'uWPICrW1eyo,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
Bobby Stuntrider ,'Ugy-i8zPykvYevqveKJ4AaABAg,28/12/2018 17:30,'social_media,'youtube,'comment,'account,'UCTaJfPc1Wsch5mLnntAoTlw,'UCjJ9EPQQgolhp-NwSjTGHYw,'Buyung Buyung,'Buyung Buyung,'Mantap bang,2,,[],'https://www.youtube.com/watch?v=Ugy-i8zPykvYevqveKJ4AaABAg,,'6_cFpaQv0O4,,,,[],0,0,0,0,,,,,[],0,,,,,,,,,,,,,,,,,
