object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,,,,,,,,,,
3 Indonesia,'1068829736938332160,01/12/2018 18:30,'social_media,'twitter,'status,'account,'63433517,'1056576333268938757,'purplerainyx,'cha¹²�?� DMUMT,'@triindonesia ditunggu bantuan nya di dm secepatnya ya admin:�?) lagi perlu banget kebetulan kuota lagi habis huhu,1,1,'http://pbs.twimg.com/profile_images/1059253083761344512/jcqZ7JHG_normal.jpg,[],'https://twitter.com/statuses/1068829736938332160,'just a purple person 💜,'1068823004224737280,'63433517,,,"[{""id"":""\\""63433517\\"""",""name"":""\\""triindonesia\\""""}]",54,0,0,0,,,,"[""journalism""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068829914567106560,01/12/2018 18:31,'social_media,'twitter,'status,'account,'548904824,'545822929,'oktabutar2,'MianRoulinaButar2,'@IndosatCare kok jawabanny ga nyambung y min  unlimitted youtube juga kok min klo kuota habis masih bisa youtube.y… https://t.co/p4gx2kBHk3,1,1,'http://pbs.twimg.com/profile_images/1061454308737073152/UIJ8gTp__normal.jpg,[],'https://twitter.com/statuses/1068829914567106560,'Yeremia 17:7-8 📖 // My Instagram @mianroulina // @bahanafmjkt with @tikapanggabean & @udjudj ,Monday - Friday 06-10 A.M // @Jokowi �?// Work Hard, Dream Big🌺🌹,'1068780110789128192,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",267,0,0,0,,'🔴Indonesia⚪,,"[""technology"",""automotive"",""politic"",""education"",""game""]",0,,,,'in,'id,,,,,,,,,,,,,,,
myXL Care,'1068829841833680896,01/12/2018 18:31,'social_media,'twitter,'status,'account,'480224156,'70333550,'yunistrlatif,'LY,'@myXLCare selamat malam ini kenapa ya saya mau melakukan transaksi top up di game kenapa tidak bisa? apakah sedang eror?,1,'http://pbs.twimg.com/profile_images/945908580191944704/ZpVFPcW8_normal.jpg,[],'https://twitter.com/statuses/1068829841833680896,,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",487,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
myXL Care,'1068829841972031488,01/12/2018 18:31,'social_media,'twitter,'status,'account,'480224156,'534231043,'topiknha16,'Taopik_H,'@myXLCare selamat sore kak  . Mau tanya kak! Kalo kartu sim xl yang sudah habis masa tenggang atau hilang cara unre… https://t.co/RFkKHgWvNl,1,'http://pbs.twimg.com/profile_images/770814778004480000/7whhrr5E_normal.jpg,[],'https://twitter.com/statuses/1068829841972031488,'0,,'480224156,,,"[{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""}]",12,0,0,0,,'kuningan,,[],0,'Indonesia,'Kuningan,'Jawa Barat,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068830112852791296,01/12/2018 18:32,'social_media,'twitter,'status,'account,'548904824,'1009893966689402880,'panjul0204,'panjul,'@IndosatCare barusan saya isi pulsa 75.000rb  setelah beberapa menit langsung terpotong dapet sms 'kamu internetan… https://t.co/o8nVFjuJf6,1,1,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1068830112852791296,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",1,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068830143618011137,01/12/2018 18:32,'social_media,'twitter,'status,'account,'548904824,'168029670,'bagusgusss,'BagusAndhikaPrabowo,'@IndosatCare min ini kenapa pop muncul terus? sampe ratusandi ok muncul lagi,1,reboot masih muncul, ini ganggu bange… https://t.co/t73a7BkxaM,1,'http://pbs.twimg.com/profile_images/575205066509979648/Z6o9uTqv_normal.jpeg,[],'https://twitter.com/statuses/1068830143618011137,'97's,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",245,0,0,0,,'Dark Continent,,[],0,,,,'in,'en,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068830720582311936,01/12/2018 18:34,'social_media,'twitter,'status,'account,'548904824,'276852081,'NikenIgnatia,'Agatha Niken,'@IndosatCare min gimana si mau maketin telfon kok gagal mulu :'(,1,'http://pbs.twimg.com/profile_images/1068558587511721984/-qwdmmsa_normal.jpg,[],'https://twitter.com/statuses/1068830720582311936,'aku malas bersentuhan dengan drama kelas bawah,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",361,0,0,0,,'Yogyakarta - Blitar,'female,"[""technology"",""religious""]",0,'Indonesia,'Blitar,'Jawa Timur,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068830673568497664,01/12/2018 18:34,'social_media,'twitter,'status,'account,'548904824,'99456938,'utamiAM,'tami,'@IndosatCare Udah direstart berkali2 juga tetep belum berhasil registrasi,1,'http://pbs.twimg.com/profile_images/1052562075203981312/uFvGlOvK_normal.jpg,[],'https://twitter.com/statuses/1068830673568497664,'lifetime learner,'1068829610589265920,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",437,0,0,0,,'Indonesia,,"[""game""]",0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068830638449426433,01/12/2018 18:34,'social_media,'twitter,'status,'account,'548904824,'117670510,'monicagita,'Monica Gita Noverry,'Hallo @IndosatCare saya selalu mendapat sms berupa peringatan untuk mengisi pulsa sebelum tg 2 desember 2018 dari 9… https://t.co/tiDMoMyPZR,1,'http://pbs.twimg.com/profile_images/378800000244474284/8b2c809e7a9343a78fa29bcf4d19cc0a_normal.jpeg,[],'https://twitter.com/statuses/1068830638449426433,'Nobody,,,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",172,0,0,0,,'Earth,'female,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068831045494009856,01/12/2018 18:35,'social_media,'twitter,'status,'account,'548904824,'216258228,'Ranggisuginda,'Ranggi Suginda,'@IndosatCare admin kenapa twit dan dm saya tidak di respon?,1,'http://pbs.twimg.com/profile_images/583970485962149888/t8rU8--m_normal.jpg,[],'https://twitter.com/statuses/1068831045494009856,'80% Bot 20% Human User,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",597,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Telkomsel,'1068830903818870786,01/12/2018 18:35,'social_media,'twitter,'status,'account,'255409050,'704543611,'akhsanrifai,'A.R,'Hai @Telkomsel tolong cek DM ya,1,'http://pbs.twimg.com/profile_images/1028976156614123520/DtWwiJpw_normal.jpg,[],'https://twitter.com/statuses/1068830903818870786,'I'm ISTJ,,,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",96,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
XL Axiata Tbk,'1068831084660445184,01/12/2018 18:36,'social_media,'twitter,'status,'account,'711842070080544770,'88361938,'Rhoshandha,'Rhoshandhayani KT,'@Hybridcars9 @XLAxiata_Tbk Pengen bawain gudeg buat oleh2 tapi ya gimana ya Pak 😅😅,1,'http://pbs.twimg.com/profile_images/1057108671388217345/3QoC4xlv_normal.jpg,[],'https://twitter.com/statuses/1068831084660445184,'#Blogger #BloggerPerempuan #WarungBlogger,'1067211630251978754,'13656362,,,"[{""id"":""\\""13656362\\"""",""name"":""\\""Hybridcars9\\""""},{""id"":""\\""711842070080544770\\"""",""name"":""\\""XLAxiata_Tbk\\""""}]",1423,0,0,0,,'Lumajang, Indonesia,,"[""automotive""]",0,'Indonesia,'Lumajang,'Jawa Timur,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068831200406528000,01/12/2018 18:36,'social_media,'twitter,'status,'account,'548904824,'3262671194,'hansolo_666,'hansolo,'@IndosatCare Indosatdontcare DM gw dicuekin telpon ke call center ga bisa2,1,limit 200rb ditagih 441rb,tagihan silum… https://t.co/7NcH8RwdWd,1,'http://pbs.twimg.com/profile_images/730595788250734592/vTJsWeGH_normal.jpg,[],'https://twitter.com/statuses/1068831200406528000,,'1063535839790145536,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",3,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068831268077490176,01/12/2018 18:36,'social_media,'twitter,'status,'account,'548904824,'3262671194,'hansolo_666,'hansolo,'@IndosatCare Indosatdontcare DM gw dicuekin telpon ke call center ga bisa2,1,limit 200rb ditagih 441rb,tagihan silum… https://t.co/cYnv5HV0pR,1,'http://pbs.twimg.com/profile_images/730595788250734592/vTJsWeGH_normal.jpg,[],'https://twitter.com/statuses/1068831268077490176,,'1057796774495105024,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",3,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068831236750110720,01/12/2018 18:36,'social_media,'twitter,'status,'account,'548904824,'3262671194,'hansolo_666,'hansolo,'@IndosatCare Indosatdontcare DM gw dicuekin telpon ke call center ga bisa2,1,limit 200rb ditagih 441rb,tagihan silum… https://t.co/hRCs2zf2iJ,1,'http://pbs.twimg.com/profile_images/730595788250734592/vTJsWeGH_normal.jpg,[],'https://twitter.com/statuses/1068831236750110720,,'1063480290834817024,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",3,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,
IM3 Ooredoo,'1068831505743400961,01/12/2018 18:37,'social_media,'twitter,'status,'account,'61379637,'3262671194,'hansolo_666,'hansolo,'@IM3Ooredoo @IM3OoredooJBTK Indosatdontcare DM gw dicuekin telpon ke call center ga bisa2,1,limit 200rb ditagih 441r… https://t.co/AIpJhLQpuW,1,'http://pbs.twimg.com/profile_images/730595788250734592/vTJsWeGH_normal.jpg,[],'https://twitter.com/statuses/1068831505743400961,,'1061091073462755328,'61379637,,,"[{""id"":""\\""61379637\\"""",""name"":""\\""IM3Ooredoo\\""""},{""id"":""\\""245690517\\"""",""name"":""\\""IM3OoredooJBTK\\""""}]",3,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,
IM3 Ooredoo,'1068831415716835330,01/12/2018 18:37,'social_media,'twitter,'status,'account,'61379637,'3262671194,'hansolo_666,'hansolo,'@IM3Ooredoo @IM3OoredooJBTK Indosatdontcare DM gw dicuekin telpon ke call center ga bisa2,1,limit 200rb ditagih 441r… https://t.co/N1RYIrFrGK,1,'http://pbs.twimg.com/profile_images/730595788250734592/vTJsWeGH_normal.jpg,[],'https://twitter.com/statuses/1068831415716835330,,'1064337463517372416,'61379637,,,"[{""id"":""\\""61379637\\"""",""name"":""\\""IM3Ooredoo\\""""},{""id"":""\\""245690517\\"""",""name"":""\\""IM3OoredooJBTK\\""""}]",3,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,
3 Indonesia,'1068831374881091585,01/12/2018 18:37,'social_media,'twitter,'status,'account,'63433517,'971875280,'KN_ica,'Khoerun Nisa,'@triindonesia tolong ya admin responnya terima kasih terhadap sinyal disini sama sekali ngga ada mana sering bgt kaya gini,1,'http://pbs.twimg.com/profile_images/973305941452992512/NMmYPw_-_normal.jpg,[],'https://twitter.com/statuses/1068831374881091585,'Wanita akhir zaman yang bercita-cita jadi istri sholehah. aamiin.,,'63433517,,,"[{""id"":""\\""63433517\\"""",""name"":""\\""triindonesia\\""""}]",389,0,0,0,,'Bogor,'female,"[""education""]",0,'Indonesia,'Bogor,'Jawa Barat,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068831771817533440,01/12/2018 18:38,'social_media,'twitter,'status,'account,'548904824,'160071999,'Kajikie,'Rehank De Boegis,'@IndosatCare tolong info cara reset akun indosat saya,1,'http://pbs.twimg.com/profile_images/1028658223/DSC_3846_Edit_normal.jpg,[],'https://twitter.com/statuses/1068831771817533440,'Jadilah seperti mutiara yang tdk berubah walau sudah terendam di lumpur,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",252,0,0,0,,'Kotamobagu, Sulawesi Utara,,"[""law"",""fashion""]",0,'Indonesia,'Kotamobagu,'Sulawesi Utara,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068831993062875137,01/12/2018 18:39,'social_media,'twitter,'status,'account,'548904824,'262550170,'sigit_try,'Sigit Try Hariyoseno,'@IndosatCare min cek dm,1,1,'http://pbs.twimg.com/profile_images/527976187767685120/iEGTVWxF_normal.jpeg,[],'https://twitter.com/statuses/1068831993062875137,'Line : sigit_try,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",116,0,0,0,,'Tangerang Selatan,'male,[],0,'Indonesia,'Tangerang,'Banten,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068831945029611521,01/12/2018 18:39,'social_media,'twitter,'status,'account,'548904824,'95886331,'triasadi,'Triasadi Pranata,'@IndosatCare Sore kemarin saya membeli paket bundling di galeri indosat. Namun sampai sekarang simcardnya belum da… https://t.co/p4J9gP81i3,1,1,'http://pbs.twimg.com/profile_images/724610386935181313/ZTJ6_swY_normal.jpg,[],'https://twitter.com/statuses/1068831945029611521,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",111,0,0,0,,,'male,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068832139234304000,01/12/2018 18:40,'social_media,'twitter,'status,'account,'548904824,'259234858,'Justinismadad,'Winda Rizkianti,'@IndosatCare kenapa akhir-akhir ini Indosat susah signal?,1,'http://pbs.twimg.com/profile_images/941896173756936197/wz0rm3t__normal.jpg,[],'https://twitter.com/statuses/1068832139234304000,'Always support Justin Bieber & Ariana Grande ♡            Madison, Cody, KingBach, Rudy follows & My daddy (Justin) follows 17/11/15,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",1753,0,0,0,,'Pontianak, Indonesia,'female,"[""photography""]",0,'Indonesia,'Pontianak,'Kalimantan Barat,'in,'en,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068832512300875777,01/12/2018 18:41,'social_media,'twitter,'status,'account,'548904824,'1057686050137530368,'Annissaraputri1,'Annissaraputri,'@IndosatCare min baru isi pulsa belum di paketinn dan data mati udah ada pemberitahuan masuk tapi pas di cek pulsa 0 gimana minnn??!,1,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1068832512300875777,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",1,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068832431480786944,01/12/2018 18:41,'social_media,'twitter,'status,'account,'548904824,'515089662,'Septirsari,'Septi Ratna Sari,'@IndosatCare min ini knp ya muncul terus. Mengganggu bgt -_- https://t.co/Se1WQ06Ae6,1,1,'http://pbs.twimg.com/profile_images/1062960908727513088/4GlZekRS_normal.jpg,"[""http://pbs.twimg.com/media/DtVBbQZVAAAdr9m.jpg""]",'https://twitter.com/statuses/1068832431480786944,'Maaf, hati ini lg dikunci. Coba datang lg besok 😜,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",258,0,0,0,,'Indonesia,'female,"[""technology""]",0,,,,'in,'en,,,,,,,,,,,,,,,,
Telkomsel,'1068832459800760320,01/12/2018 18:41,'social_media,'twitter,'status,'account,'255409050,'768117151278522368,'ayuputri26_,'ayu putri andini,'@Telkomsel hai admin mau tanya saya pakai halo kick pascabayar yg 150.000 waktu di grapari mbaknya bilang ada sald… https://t.co/OSyk251ycq,1,1,'http://pbs.twimg.com/profile_images/970461138071691264/7PkKm50l_normal.jpg,[],'https://twitter.com/statuses/1068832459800760320,'Ayu Putri A | Manajemen Administrasi 🎓 | BSI Margonda Depok | Be Your Self | Judge? Mirror Please 😊 | ig: ayuputriandini08 | line: apa2608,,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",53,0,0,0,,'Jakarta, Indonesia,'female,"[""economy"",""education"",""health"",""game""]",0,,,,'in,'id,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068832679733293057,01/12/2018 18:42,'social_media,'twitter,'status,'account,'548904824,'1026440561450835968,'SaefullahAlfin,'Alfin saefullah,'@IndosatCare akhir2 ini kok im3 internetan susah ya. ada kuota tapi gak bisa di pake,1, 4G juga ilang ilangan mulu.,1,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1068832679733293057,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",1,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068832618202849280,01/12/2018 18:42,'social_media,'twitter,'status,'account,'548904824,'1504662516,'indahstiwi,'Indah,'@IndosatCare min knp pulsa bapak saya selalu habis tiba2 padahal gak dipake buat apa apa?! udah saya cek tp gak ber… https://t.co/EmfnY2PBBZ,1,'http://pbs.twimg.com/profile_images/1061324540922363905/hUcocPPv_normal.jpg,[],'https://twitter.com/statuses/1068832618202849280,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",312,0,0,0,,'Pixie Hollow,'female,[],0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Telkomsel,'1068832719189102592,01/12/2018 18:42,'social_media,'twitter,'status,'account,'255409050,'217753442,'annisaqrp,'icha,'@Telkomsel Nomor hp  nik,1,  kk, tipe hp sudah di dm.,1,'http://pbs.twimg.com/profile_images/1052988146936238080/fSef_2TD_normal.jpg,[],'https://twitter.com/statuses/1068832719189102592,,'1068831326738964480,'255409050,,,"[{""id"":""\\""255409050\\"""",""name"":""\\""Telkomsel\\""""}]",684,0,0,0,,,'female,[],0,,,,'in,'id,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068833047015915522,01/12/2018 18:43,'social_media,'twitter,'status,'account,'548904824,'827472193466413057,'vittri31,'vittri,'@IndosatCare Minini masih muncul notif.meski udh ganti hp. Tolong di bntu ya https://t.co/EBzV91k2l2,1,1,'http://pbs.twimg.com/profile_images/875402552388468736/aknSCLQ0_normal.jpg,"[""http://pbs.twimg.com/media/DtVB5bFV4AEpr_S.jpg""]",'https://twitter.com/statuses/1068833047015915522,'Tangsel - ngawi - jombang,'1068800367129837568,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",23,0,0,0,,'Pamulang, Indonesia,,"[""automotive""]",0,,,,'in,'en,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068832881433182214,01/12/2018 18:43,'social_media,'twitter,'status,'account,'548904824,'1353645440,'bitterbluee,'☆JacknDyl☆,'@IndosatCare sinyal M3 daerah kelapa gading kenapa lemot banget sihhh,1,'http://pbs.twimg.com/profile_images/1020118791122968577/KTNDeEjv_normal.jpg,[],'https://twitter.com/statuses/1068832881433182214,'★fangirling in silent mode★,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",204,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068833188363915264,01/12/2018 18:44,'social_media,'twitter,'status,'account,'548904824,'126533012,'liancandra,'Lian Candra,'@imaniarkartika @IndosatCare Tadi aku pindah preferensi jaringan ke 3G dia balik lancar lagi. 4Gnya munyer2 terus.… https://t.co/aY4DFWd02Z,1,'http://pbs.twimg.com/profile_images/1018151017664221188/SZMB7MJd_normal.jpg,[],'https://twitter.com/statuses/1068833188363915264,'I chirp therefore I am.,'1068832581066481664,'324151294,,,"[{""id"":""\\""324151294\\"""",""name"":""\\""imaniarkartika\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",262,0,0,0,,'Indonesia,'male,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
myXL Care,'1068833332497047552,01/12/2018 18:44,'social_media,'twitter,'status,'account,'480224156,'855072618558443524,'sthnl,'Sten,'@myXL @myXLCare @makemac XL ini emang gak bisa dipake tethering di iphone ya? kalo ganti apn ke 'internet' malah ja… https://t.co/DXkGnxaqq2,1,'http://pbs.twimg.com/profile_images/1063941769535008768/5yBiOUPD_normal.jpg,[],'https://twitter.com/statuses/1068833332497047552,'wonderlabSaga done n dusted,,'82552414,,,"[{""id"":""\\""82552414\\"""",""name"":""\\""myXL\\""""},{""id"":""\\""480224156\\"""",""name"":""\\""myXLCare\\""""},{""id"":""\\""15707231\\"""",""name"":""\\""makemac\\""""}]",38,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,,,,,,,,,,
IM3 Ooredoo,'10157008027852948_10157008079567948,01/12/2018 18:44,'social_media,'facebook,'comment,'account,'39935792947,,,,"'Min, sinyal di daerah saya hilang sudah seharian semalaman. Masih ""Hanya panggilan darurat"" udah dicoba dihp lain juga. Mohon diperbaiki, ga usah banyak alasan harus kirim kesana sini.. admin aja lapor sama atasannya. Atau ga kirim email langsung kesana. Ini aku lagi pake kartu lain buat aktif.  Daerah kalimantan, kotabaru, hulu sungai selatan, cantung.",1,'https://graph.facebook.com//picture,[],'https://facebook.com/10157008027852948_10157008079567948,,'39935792947_10157008027852948,'39935792947,,,[],0,0,0,0,,,,[],0,,,,,,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068834048045285376,01/12/2018 18:47,'social_media,'twitter,'status,'account,'548904824,'191786612,'rudikaryadi,'^:)^ Rudi Karyadi,'@IndosatCare masih ada quota aplikasi tapi kok ngga bisa akses YouTube  ya? https://t.co/kkxnFtzzAc,1,'http://pbs.twimg.com/profile_images/1026589952329445377/80Jxp6L__normal.jpg,"[""http://pbs.twimg.com/media/DtVC3k5UcAA48M2.jpg""]",'https://twitter.com/statuses/1068834048045285376,'Freelance illustrator & manga artist--who enjoys creating murals, portrait paintings & visual novels. 0857-1878-9871--LINE rudikaryadi https://t.co/LF9rxgiSiu,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",51,0,0,0,,'Indonesia,'male,"[""technology"",""design"",""art"",""game"",""book""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068834273321340928,01/12/2018 18:48,'social_media,'twitter,'status,'account,'548904824,'86687060,'ndhacheriez,'Vasky S. Vananda,'@IndosatCare daritadi mo beli stiker di line pake pulsa gagal terus. Kenapa ya? https://t.co/DurRbaQJ9P,1,'http://pbs.twimg.com/profile_images/974340927752871936/jvaNfE1T_normal.jpg,"[""http://pbs.twimg.com/media/DtVDGcyVAAAYBPT.jpg""]",'https://twitter.com/statuses/1068834273321340928,'INFJ | Author | Not a teenager anymore but still youthful bcz #YOLO | Caught between werewolves, witches n vampires. Don't be afraid, I don't bite. ✌,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",501,0,0,0,,'Bengkulu, Indonesia,,"[""technology"",""fashion""]",0,'Indonesia,'Bengkulu,'Bengkulu,'in,'en,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068834505761247232,01/12/2018 18:49,'social_media,'twitter,'status,'account,'548904824,'1051760593034665985,'ahsanaaa_,'ril,'@IndosatCare cek dm dongggg saya butuh bgt itu pulsanyaaa,1,'http://pbs.twimg.com/profile_images/1051761632458620930/ajhdMLxk_normal.jpg,[],'https://twitter.com/statuses/1068834505761247232,'cIntai hIdupmu liat aku tiapa hari Hehe,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",5,0,0,0,,,,"[""technology""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068834383904165889,01/12/2018 18:49,'social_media,'twitter,'status,'account,'548904824,'1419853146,'anisamahardini,'caul.,'@IndosatCare ka tolong ya saya komplain lewat dm  terimakasih mohon bantuannya,1,1,'http://pbs.twimg.com/profile_images/925947869764378624/ZqtpkFmC_normal.jpg,[],'https://twitter.com/statuses/1068834383904165889,'ig : anisa.mhrdn ✉ anisa.md19@gmail.com,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",214,0,0,0,,'DKI Jakarta,,"[""technology"",""health""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068834636044820480,01/12/2018 18:50,'social_media,'twitter,'status,'account,'548904824,'305432666,'ldhjae,'rani,'@Noviantivf @pejuangind02 @IndosatCare @CCICPolri @bareskrim2018 @DivHumas_Polri Nah ini saya jg pernah bu  kebetul… https://t.co/DmpV7ujGKw,1,1,'http://pbs.twimg.com/profile_images/1009366364564275200/6GMc_VtI_normal.jpg,[],'https://twitter.com/statuses/1068834636044820480,'bring me to the place that can see the orange sky,'1068536163953065984,'858203416257904641,,,"[{""id"":""\\""858203416257904641\\"""",""name"":""\\""Noviantivf\\""""},{""id"":""\\""592288246\\"""",""name"":""\\""pejuangind02\\""""},{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""},{""id"":""\\""735358344106549248\\"""",""name"":""\\""CCICPolri\\""""},{""id"":""\\""1031863546164834304\\"""",""name"":""\\""bareskrim2018\\""""},{""id"":""\\""138290629\\"""",""name"":""\\""DivHumas_Polri\\""""}]",389,0,0,0,,'Blue World,'female,"[""economy""]",0,,,,'in,'id,,,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068835153496002560,01/12/2018 18:52,'social_media,'twitter,'status,'account,'548904824,'186471362,'victorheumasse,'Victor Heumasse,'@IndosatCare knp akhir2 ini signal nya bapuk ya data nya sih 4G,1,tp lemot parah Tmpt yg biasany lancar jaya pun jadi ngilang signalny. Why!!!,1,'http://pbs.twimg.com/profile_images/450655513047339008/cPj-r1n7_normal.jpeg,[],'https://twitter.com/statuses/1068835153496002560,,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",273,0,0,0,,'Bogor, Indonesia,'male,[],0,'Indonesia,'Bogor,'Jawa Barat,'in,'en,,,,,,,,,,,,,,,
Indosat Ooredoo Care,'1068835331556818944,01/12/2018 18:52,'social_media,'twitter,'status,'account,'548904824,'249805210,'bisma_1966,'bisma,'@IndosatCare Min  tolong dong sinyal internet area purwodadi Grobogan udah 2 hari down parah. Cm bisa buat chat wa,1,… https://t.co/ld2YgLr7wi,1,'http://pbs.twimg.com/profile_images/983161745169514498/mGV-uadi_normal.jpg,[],'https://twitter.com/statuses/1068835331556818944,'Ready Steady Go! #YNWA,,'548904824,,,"[{""id"":""\\""548904824\\"""",""name"":""\\""IndosatCare\\""""}]",354,0,0,0,,'Tanah Air Indonesia,,"[""game"",""sports""]",0,,,,'in,'en,,,,,,,,,,,,,,,,
