object,original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang,,,,,,,,,
'kaligondang,'1057320639214669824,31/10/2018 00.17,'social_media,'twitter,'status,'keyword,'kaligondang,'382484571,'Pranika_,'Nika,'@Treesknew Aku du wong kaligondang,0,'http://pbs.twimg.com/profile_images/1055891522669998083/8i-q1H8X_normal.jpg,[],'https://twitter.com/statuses/1057320639214669824,'Gimana?,'1057320158962704384,'347125583,,,"[{""id"":""347125583"",""name"":""Treesknew""}]",370,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'kartanegara,'1057482132183044096,31/10/2018 10.59,'social_media,'twitter,'status,'keyword,'kartanegara,'922741575091761152,'pur_kartanegara,'Purwa Negara,'@wiranto1947 @PolhukamRI pimpin Rakorsus bahas pembakaran bendera HTI. yakin si bakal beres urusan ini ga akan dibuat bertele tele.  https://t.co/6SL4FhRVWw @jokowi @KSPgoid #GolonganKami #PesonaCarFreeDay #KarnaJokowi,0,'http://pbs.twimg.com/profile_images/1055690462432911360/x7SLl6ph_normal.jpg,[],'https://twitter.com/statuses/1057482132183044096,'Calon DPR RI Dapil Jakarta III No. 5,,'1327388257,,,"[{""id"":""1327388257"",""name"":""wiranto1947""},{""id"":""4787817264"",""name"":""PolhukamRI""},{""id"":""366987179"",""name"":""jokowi""},{""id"":""772689620576395264"",""name"":""KSPgoid""}]",387,0,0,0,,'Jakarta Capital Region,,[],0,,,,'in,'en,,,,,,,,,
'rembang,'1057659003096846341,31/10/2018 22.42,'social_media,'twitter,'status,'keyword,'rembang,'999553430468280320,'NandaYosan,'YosanNanda,'@xxqurrota @rafi_rembang @bulexer Nyesek puol,0,'http://pbs.twimg.com/profile_images/1055036709249810435/YeAo9JRz_normal.jpg,[],'https://twitter.com/statuses/1057659003096846341,,'1056195024919027712,'1046760826634350593,,,"[{""id"":""1046760826634350593"",""name"":""xxqurrota""},{""id"":""994451523101904896"",""name"":""rafi_rembang""},{""id"":""466234434"",""name"":""bulexer""}]",6,0,0,0,,,,[],0,,,,'tl,'en,,,,,,,,,
'rembang,'1057492903260573696,31/10/2018 11.42,'social_media,'twitter,'status,'keyword,'rembang,'18962985,'avecom,'Komunitas Averroes,'| Berita Kegiatan Pasuruan-Festival Mangga Klonal 21 resmi diselenggarakan pada hari sabtu kemarin (27/10) di Desa Oro-Oro Ombo Kulon  Rembang,0, Kabupaten Pasuruan. Festival ini… https://t.co/vjuSuMlqrs,0,'http://pbs.twimg.com/profile_images/803283507355099136/d7agf521_normal.jpg,[],'https://twitter.com/statuses/1057492903260573696,'Dengan semangat membangun wacana kritis rakyat, untuk mewujudkan masyarakat yang memiliki jati dirinya secara otonom, kritis, demokratis, humanis dan mandiri,,,,,[],192,1,0,0,,'Indonesia,,[],0,,,,'in,'id,,,
'bupati purbalingga,'1057558329910804480,31/10/2018 16.02,'social_media,'twitter,'status,'keyword,'bupati purbalingga,'846373186262384641,'andri000me_13,'MAGS Berita 03,'01 Antaranews Nasional (Bapak-anak penyuap Bupati Purbalingga dihukum 3 5 tahun https://t.co/oQGRWbdrT7),0,0,'http://pbs.twimg.com/profile_images/880331950661132289/l5q8eFMU_normal.jpg,[],'https://twitter.com/statuses/1057558329910804480,'Made in M.Andri Gunawan Syam,,,,,[],49,0,0,0,,'Indonesia,,[],0,,,,'in,'id,,,,,,,,
'karanganyar,'1057541538228523008,31/10/2018 14.55,'social_media,'twitter,'status,'keyword,'karanganyar,'43026474,'rivaihidayat,'www.masvay.com,'12 Jam Bertualang di Kabupaten Karanganyar https://t.co/OSGJp8ynIe,0,'http://pbs.twimg.com/profile_images/1014637735259205633/cAxSBIny_normal.jpg,[],'https://twitter.com/statuses/1057541538228523008,'Blogger, Freelance Writer, Pemiliki sah dari https://t.co/5y9i3BC5Z6 || Instagram @rivaihidayat, part of @bpisemarang,,,,,[],885,0,0,0,,,,[],0,,,,'in,'id,,,,,,
'purbalingga,'1057324227404222469,31/10/2018 00.31,'social_media,'twitter,'status,'keyword,'purbalingga,'39066120,'GabrieleRichard,'gabriele richard,'17 Agustus Purbalingga Kidul Th 2017: https://t.co/SHlEjFqfKu via @YouTube,0,'http://pbs.twimg.com/profile_images/507104292897972224/GCY62kP3_normal.jpeg,[],'https://twitter.com/statuses/1057324227404222469,,,,,,"[{""id"":""10228272"",""name"":""YouTube""}]",8,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'purbalingga,'1057442518185308160,31/10/2018 08.21,'social_media,'twitter,'status,'keyword,'purbalingga,'988102139133083648,'Muhammadiyahpbg,'Muhammadiyah Purbalingga,'2 Sekolah Muhammadiyah untuk pengungsi Rohingnya di Rakhine Myanmar https://t.co/kbPoyhIl0K #.W9kDMepQTwo.twitter,0,'http://pbs.twimg.com/profile_images/989899897569624064/QJhIP9AR_normal.jpg,[],'https://twitter.com/statuses/1057442518185308160,'tweet resmi pd muhammadiyah kab. purbalingga,,,,,[],0,0,1,0,,'Purbalingga, Indonesia,,[],0,,,,'in,'id,,,,,,,,
'rembang,'1057484866323968000,31/10/2018 11.10,'social_media,'twitter,'status,'keyword,'rembang,'304272260,'azizabdoelhamed,'abdul aziz,'2. kami bukan anti tol  sbb bahkan kami memunculkan usulan trase tol baru kota semarang dan kendal (pesisir pantai) sbb urgensinya untuk sabuk pantai mengatasi problem rob dan abrasi. #JatengGayeng #ganjaryasin #rembang #pati #ngabdulazizP3,0,0,'http://pbs.twimg.com/profile_images/1052192846386622471/V6UBLRmC_normal.jpg,[],'https://twitter.com/statuses/1057484866323968000,,,,,,[],133,1,1,0,,'semarang,,[],0,,,,'in,'id,,,,,,,,
'purbalingga,'1057552791454007296,31/10/2018 15.40,'social_media,'twitter,'status,'keyword,'purbalingga,'45199640,'hengky_kik,'Hengky Kik,'22 th Anniversary SBC Purbalingga https://t.co/76BrBKDwCg https://t.co/NF8A3cWh1R,0,'http://pbs.twimg.com/profile_images/1052969796487208960/AUgynHmS_normal.jpg,"[""http://pbs.twimg.com/media/Dq0uqK9VsAAGYci.jpg""]",'https://twitter.com/statuses/1057552791454007296,'menikmati hidup dri sisi yang kita bisa | Blogger | Citizen Journalist | Founder @scootmancloth | Scooterist | Travellers,,,,,[],2355,1,1,0,,,,[],0,,,,'en,'id,,,,,,,,,
'rembang,'1057530782837694464,31/10/2018 14.12,'social_media,'twitter,'status,'keyword,'rembang,'995882060416892928,'news24_coid,'news24,'Ada Pohon yang Bisa Kencing di Rembang https://t.co/moS56uN9UI,0,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1057530782837694464,,,,,,[],0,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'purbalingga,'1057584511699968000,31/10/2018 17.46,'social_media,'twitter,'status,'keyword,'purbalingga,'1057480002109952001,'KaisarPamuji,'Kaisar Slamet Pamuji,'Anniversary to @hbr17indonesia akan dilaksanakan dihalaman parkir Lotte grosir Cikarang dari boyza Purbalingga https://t.co/OTP165thKe,0,'http://pbs.twimg.com/profile_images/1057481511581040640/W_PNemze_normal.jpg,"[""http://pbs.twimg.com/media/Dq1LgK7U8AAOIfP.jpg""]",'https://twitter.com/statuses/1057584511699968000,'bekerja keras untuk mendapatkan hasil yang maksimal dan sukses dimasa depan.,,,,,[],2,0,0,0,,'Cikarang, Indonesia,,[],0,,,,'in,'en,,,,,,,,
'karanganyar,'1057536567177293824,31/10/2018 14.35,'social_media,'twitter,'status,'keyword,'karanganyar,'387461621,'famous_avalon,'Famous Avalon Group,'Asli produk Indonesia. Segera lengkapi koleksi dan dapatkan hanya di toko famous terdekat... . . . AXCELLO Hitam Rp 179.900 . . . #famouscollections  #tokosepatu  #terkenal  #keren #kasual #santai  #outdoor  #madeinindonesia  #surakarta  #sukoharjo  #karanganyar,0,'http://pbs.twimg.com/profile_images/524431045098106881/cAS7tUEg_normal.png,[],'https://twitter.com/statuses/1057536567177293824,,,,,,[],26,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'karanganyar,'1057536188934963200,31/10/2018 14.34,'social_media,'twitter,'status,'keyword,'karanganyar,'387461621,'famous_avalon,'Famous Avalon Group,'Asli produk Indonesia. Segera lengkapi koleksi dan dapatkan hanya di toko famous terdekat... . . . AXCELLO NAVY  Rp 179.900 . . . #famouscollections  #tokosepatu  #terkenal  #keren #kasual #santai  #outdoor  #madeinindonesia  #surakarta  #sukoharjo  #karanganyar,0,'http://pbs.twimg.com/profile_images/524431045098106881/cAS7tUEg_normal.png,[],'https://twitter.com/statuses/1057536188934963200,,,,,,[],26,0,0,0,,,,[],0,,,,'in,'en,,,,,,,,,
'rembang,'1057569007077748741,31/10/2018 16.44,'social_media,'twitter,'status,'keyword,'rembang,'2918153610,'HumasRembang,'Humas_Rembang,'Ayo dukung produk lokal inovasi desa https://t.co/mpHFuxL7ZN,0,'http://pbs.twimg.com/profile_images/676565865563684865/SRxzFMW0_normal.jpg,[],'https://twitter.com/statuses/1057569007077748741,'Humas Setda Rembang,,,,,[],2349,5,19,0,,'Rembang,,[],0,,,,'in,'id,,,,,,,,,
'purbalingga,'1057402397004390405,31/10/2018 05.42,'social_media,'twitter,'status,'keyword,'purbalingga,'2281269853,'dinkominfopbg,'DinkominfoPbg,'Ayo SedulurKom  dukung kakang dan mbekayu kita dengan cara like n share vlog mereka 👍🏻 #Repost kayulingga • • • Masyarakat Purbalingga mohon doa dan dukungannya untuk wakil kita kakang… https://t.co/67FNaV2GJZ,0,0,'http://pbs.twimg.com/profile_images/781681146887143424/yj2k3oWv_normal.jpg,[],'https://twitter.com/statuses/1057402397004390405,'Akun resmi Dinas Kominfo Purbalingga, sampaikan keluhan/saran/kritik anda dg menyertakan #kemalajateng #jatenggayeng | email: dinkominfo@purbalinggakab.go.id,,,,,[],3763,2,1,0,,'Purbalingga, Indonesia,,[],0,,,,'in,'id,,,,,,
'karanganyar,'1057634965150552071,31/10/2018 21.06,'social_media,'twitter,'status,'keyword,'karanganyar,'229765110,'rown_store,'ROWN DIVISION STORE,'Bagi kamu yg stay di Karanganyar Kunjungi 2ndStore kita ( Jl.Timur Taman Pancasila No.09 ) dptkan Voucher Belanja stlh pembelian min 100K!,0,0,'http://pbs.twimg.com/profile_images/916226716523151360/152tNzAr_normal.jpg,[],'https://twitter.com/statuses/1057634965150552071,'Line: @rowndivision | IG: @rowndivision |BBM: 29679375 / 267441EF / 261EFD53|  083865332234/ 087835064445 /082298621945|Wa: 087835064445 (Only Choose One),,,,,[],53883,0,0,0,,'Adisucipto no 1 Manahan, Solo,,[],0,,,,'in,'en,,,,,,,
'purbalingga,'1057513667401539585,31/10/2018 13.04,'social_media,'twitter,'status,'keyword,'purbalingga,'463744067,'Gogoyan_,'Riyan Hidayat ™,'Baru saja mengirim foto @ Purbalingga  Jawa Tengah,0, Indonesia https://t.co/cRrs3xqna1,0,'http://pbs.twimg.com/profile_images/712978439997759488/LfQQR0B5_normal.jpg,[],'https://twitter.com/statuses/1057513667401539585,'may success always follow you everytime ....  confront life with a smile ....  others pretend I'm what it is ....  Talk less do more .... Pin :: 56DAFF51,,,,,[],148,0,0,0,,'Purbalingga, jawa tengah,,[],0,,,,'in,'id,,,,,,
'purbalingga,'1057513587437113345,31/10/2018 13.04,'social_media,'twitter,'status,'keyword,'purbalingga,'463744067,'Gogoyan_,'Riyan Hidayat ™,'Baru saja mengirim foto @ Purbalingga  Jawa Tengah,0, Indonesia https://t.co/dR7PYTiiBH,0,'http://pbs.twimg.com/profile_images/712978439997759488/LfQQR0B5_normal.jpg,[],'https://twitter.com/statuses/1057513587437113345,'may success always follow you everytime ....  confront life with a smile ....  others pretend I'm what it is ....  Talk less do more .... Pin :: 56DAFF51,,,,,[],148,0,0,0,,'Purbalingga, jawa tengah,,[],0,,,,'in,'id,,,,,,
'purbalingga,'1057513815150153730,31/10/2018 13.05,'social_media,'twitter,'status,'keyword,'purbalingga,'463744067,'Gogoyan_,'Riyan Hidayat ™,'Baru saja mengirim foto @ Purbalingga v,0, Indonesia https://t.co/pHWkjGKwwD,0,'http://pbs.twimg.com/profile_images/712978439997759488/LfQQR0B5_normal.jpg,[],'https://twitter.com/statuses/1057513815150153730,'may success always follow you everytime ....  confront life with a smile ....  others pretend I'm what it is ....  Talk less do more .... Pin :: 56DAFF51,,,,,[],148,0,0,0,,'Purbalingga, jawa tengah,,[],0,,,,'in,'id,,,,,,
'rembang,'1057560422323240960,31/10/2018 16.10,'social_media,'twitter,'status,'keyword,'rembang,'979843339,'WafaAinul,'ainul wafa,'Baru saja mengirim foto @ Rembang  Jawa Timur,0, Indonesia https://t.co/IAJl5KdQGo,0,'http://pbs.twimg.com/profile_images/862217822256087040/QoLlCCEP_normal.jpg,[],'https://twitter.com/statuses/1057560422323240960,'Berfikir dan berbuat hal positif demi hidup yang lebih baik!!!,,,,,[],179,0,0,0,,'Pajaran Rembang Pasuruan,,[],0,,,,'in,'id,,,,,,,
'kejobong,'1057447589556219904,31/10/2018 08.42,'social_media,'twitter,'status,'keyword,'kejobong,'1005991818155081728,'KejobongPolsek,'Polsek Kejobong,'Baru saja mengirim foto https://t.co/1g4FYBjmOa,0,'http://pbs.twimg.com/profile_images/1034927442434056192/34p0QpVR_normal.jpg,[],'https://twitter.com/statuses/1057447589556219904,,,,,,[],4,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'kejobong,'1057447897720078336,31/10/2018 08.43,'social_media,'twitter,'status,'keyword,'kejobong,'1005991818155081728,'KejobongPolsek,'Polsek Kejobong,'Baru saja mengirim foto https://t.co/758aKxQJvI,0,'http://pbs.twimg.com/profile_images/1034927442434056192/34p0QpVR_normal.jpg,[],'https://twitter.com/statuses/1057447897720078336,,,,,,[],4,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'bobotsari,'1057480711643561984,31/10/2018 10.53,'social_media,'twitter,'status,'keyword,'bobotsari,'1006699308261888000,'SekBobotsari,'Polsek Bobotsari,'Baru saja mengirim foto https://t.co/dmSuNvBKNS,0,'http://pbs.twimg.com/profile_images/1035597006050213888/YIK9QoZ5_normal.jpg,[],'https://twitter.com/statuses/1057480711643561984,'POLSEK BOBOTSARI,,,,,[],2,0,0,0,,'Purbalingga, Indonesia,,[],0,,,,'in,'id,,,,,,,,
'pengadegan,'1057445092070490112,31/10/2018 08.32,'social_media,'twitter,'status,'keyword,'pengadegan,'941449920652886016,'sekpengadegan,'polsek pengadegan,'Baru saja mengirim foto https://t.co/E885oHom1n,0,'http://pbs.twimg.com/profile_images/1035741577144987648/RzzAWGqI_normal.jpg,[],'https://twitter.com/statuses/1057445092070490112,,,,,,[],12,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'bobotsari,'1057480759311847429,31/10/2018 10.53,'social_media,'twitter,'status,'keyword,'bobotsari,'1006699308261888000,'SekBobotsari,'Polsek Bobotsari,'Baru saja mengirim foto https://t.co/gLywQ7m9m0,0,'http://pbs.twimg.com/profile_images/1035597006050213888/YIK9QoZ5_normal.jpg,[],'https://twitter.com/statuses/1057480759311847429,'POLSEK BOBOTSARI,,,,,[],2,0,0,0,,'Purbalingga, Indonesia,,[],0,,,,'in,'id,,,,,,,,
'pengadegan,'1057445204083515392,31/10/2018 08.32,'social_media,'twitter,'status,'keyword,'pengadegan,'941449920652886016,'sekpengadegan,'polsek pengadegan,'Baru saja mengirim foto https://t.co/lLAGhIRhxg,0,'http://pbs.twimg.com/profile_images/1035741577144987648/RzzAWGqI_normal.jpg,[],'https://twitter.com/statuses/1057445204083515392,,,,,,[],12,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'bobotsari,'1057480678022041600,31/10/2018 10.53,'social_media,'twitter,'status,'keyword,'bobotsari,'1006699308261888000,'SekBobotsari,'Polsek Bobotsari,'Baru saja mengirim foto https://t.co/ORgBsSnh8j,0,'http://pbs.twimg.com/profile_images/1035597006050213888/YIK9QoZ5_normal.jpg,[],'https://twitter.com/statuses/1057480678022041600,'POLSEK BOBOTSARI,,,,,[],2,0,0,0,,'Purbalingga, Indonesia,,[],0,,,,'in,'id,,,,,,,,
'pengadegan,'1057587044887814145,31/10/2018 17.56,'social_media,'twitter,'status,'keyword,'pengadegan,'941449920652886016,'sekpengadegan,'polsek pengadegan,'Baru saja mengirim foto https://t.co/S3yysiwM5f,0,'http://pbs.twimg.com/profile_images/1035741577144987648/RzzAWGqI_normal.jpg,[],'https://twitter.com/statuses/1057587044887814145,,,,,,[],12,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'rembang,'1057535889725886464,31/10/2018 14.32,'social_media,'twitter,'status,'keyword,'rembang,'864339589640503296,'PolsekRembang,'Polsek Rembang,'Baru saja mengirim foto https://t.co/VQEUTGkzat,0,'http://pbs.twimg.com/profile_images/864730679438749696/9qCjP59o_normal.jpg,[],'https://twitter.com/statuses/1057535889725886464,'Kerja cepat & sigap,,,,,[],37,0,0,0,,'Jl.Raya Rembang No.54,Pasuruan,,[],0,,,,'in,'id,,,,,,,,
'rembang,'1057536492220960768,31/10/2018 14.35,'social_media,'twitter,'status,'keyword,'rembang,'864339589640503296,'PolsekRembang,'Polsek Rembang,'Baru saja mengirim foto https://t.co/W3dPRRJsQ5,0,'http://pbs.twimg.com/profile_images/864730679438749696/9qCjP59o_normal.jpg,[],'https://twitter.com/statuses/1057536492220960768,'Kerja cepat & sigap,,,,,[],37,0,0,0,,'Jl.Raya Rembang No.54,Pasuruan,,[],0,,,,'in,'id,,,,,,,,
'rembang,'1057543213601488896,31/10/2018 15.02,'social_media,'twitter,'status,'keyword,'rembang,'864339589640503296,'PolsekRembang,'Polsek Rembang,'Baru saja mengirim foto https://t.co/WnR50xaj05,0,'http://pbs.twimg.com/profile_images/864730679438749696/9qCjP59o_normal.jpg,[],'https://twitter.com/statuses/1057543213601488896,'Kerja cepat & sigap,,,,,[],37,0,0,0,,'Jl.Raya Rembang No.54,Pasuruan,,[],0,,,,'in,'id,,,,,,,,
'rembang,'1057635227164528640,31/10/2018 21.07,'social_media,'twitter,'status,'keyword,'rembang,'864339589640503296,'PolsekRembang,'Polsek Rembang,'Baru saja mengirim foto https://t.co/XG12RAFjoU,0,'http://pbs.twimg.com/profile_images/864730679438749696/9qCjP59o_normal.jpg,[],'https://twitter.com/statuses/1057635227164528640,'Kerja cepat & sigap,,,,,[],37,0,0,0,,'Jl.Raya Rembang No.54,Pasuruan,,[],0,,,,'in,'id,,,,,,,,
'kejobong,'1057448139202945029,31/10/2018 08.44,'social_media,'twitter,'status,'keyword,'kejobong,'1005991818155081728,'KejobongPolsek,'Polsek Kejobong,'Baru saja mengirim foto https://t.co/YuY9aCxATm,0,'http://pbs.twimg.com/profile_images/1034927442434056192/34p0QpVR_normal.jpg,[],'https://twitter.com/statuses/1057448139202945029,,,,,,[],4,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'pengadegan,'1057445128091131905,31/10/2018 08.32,'social_media,'twitter,'status,'keyword,'pengadegan,'941449920652886016,'sekpengadegan,'polsek pengadegan,'Baru saja mengirim foto https://t.co/z1yu97QeRS,0,'http://pbs.twimg.com/profile_images/1035741577144987648/RzzAWGqI_normal.jpg,[],'https://twitter.com/statuses/1057445128091131905,,,,,,[],12,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'karanganyar,'1057633763243384834,31/10/2018 21.01,'social_media,'twitter,'status,'keyword,'karanganyar,'1538706680,'Jarrrr_,'f a j a r,'Bawaslu Karanganyar Ingatkan Partai untuk Membuat Pemberitahuan Sebelum Berkampanye https://t.co/9xM5Hx5PbM,0,'http://pbs.twimg.com/profile_images/1018324427988131845/Ao7uHOmF_normal.jpg,[],'https://twitter.com/statuses/1057633763243384834,'Akun resmi : @JarrFajarr_,,,,,[],55,0,0,0,,,,[],0,,,,'in,'id,,,,,,,,,
'karanganyar,'1057633691457863681,31/10/2018 21.01,'social_media,'twitter,'status,'keyword,'karanganyar,'2410844606,'JarrFajarr_,'f a j a r,'Bawaslu Karanganyar Ingatkan Partai untuk Membuat Pemberitahuan Sebelum Berkampanye https://t.co/HEKQmOELvq,0,'http://pbs.twimg.com/profile_images/1040876712173592576/C9NIg1Dj_normal.jpg,[],'https://twitter.com/statuses/1057633691457863681,'Berita Ter-update,,,,,[],2914,0,0,0,,'Sukoharjo, Indonesia,,[],0,,,,'in,'id,,,,,,,,
'karanganyar,'1057633135301668864,31/10/2018 20.59,'social_media,'twitter,'status,'keyword,'karanganyar,'1731384805,'ulfinduttz,'Ulfi Sri Lestari,'Bawaslu Karanganyar Ingatkan Partai untuk Membuat Pemberitahuan Sebelum Berkampanye https://t.co/KwQjiwMa5H,0,'http://pbs.twimg.com/profile_images/905802902656004096/jgwV6lGv_normal.jpg,[],'https://twitter.com/statuses/1057633135301668864,'Allah 💞,,,,,[],212,0,0,0,,'Sukoharjo,,[],0,,,,'in,'id,,,,,,,,,
'rembang,'1057603501885276163,31/10/2018 19.01,'social_media,'twitter,'status,'keyword,'rembang,'3063085603,'nurfm_rembang,'Radio NUR FM Rembang,'Berbau  Warga Sale Keluhkan Limbah Perusahaan Penyamakan Kulit Hewan #beritarembang #limbah https://t.co/D63myFqCq2,0,0,'http://pbs.twimg.com/profile_images/583831000104341504/VburBswn_normal.jpg,[],'https://twitter.com/statuses/1057603501885276163,'Radio NUR 88.5 FM - Smart & Religious Station | Streaming on Website,,,,,[],488,0,0,0,,'Rembang - Jawa Tengah,,[],0,,,,'in,'id,,,,,,,,
'rembang,'1057582308599840768,31/10/2018 17.37,'social_media,'twitter,'status,'keyword,'rembang,'819065767463292928,'kominfo_jtg,'Dinas Kominfo Jateng #AyoKerjaManeh,"'Berbicara ttg desa, saat ini Klaten dg Umbul Ponggok nya sudah berkelas nasional. Saya ingin agar Rembang juga bisa seperti Klaten, karena Rembang juga memiliki potensi yang luar biasa. Sehingga inovasi &amp; kreativitas masyarakat sangat penting untuk mewujudkannya. @ganjarpranowo https://t.co/cORKvRNutQ",0,'http://pbs.twimg.com/profile_images/1039739821974069248/Zk7zD6Df_normal.jpg,"[""http://pbs.twimg.com/media/Dq1Jf2IV4AA2CLX.jpg""]",'https://twitter.com/statuses/1057582308599840768,'Akun Resmi Dinas Kominfo Prov Jateng || sampaikan keluhan/kritik/saran anda dg menyertakan #kemalajateng | email : diskominfo@jatengprov.go.id,'1057581825105620993,'819065767463292928,,,"[{""id"":""109762193"",""name"":""ganjarpranowo""}]",11535,3,3,0,,'Jl. Menteri Supeno I Nomor 2,,[],0,,,,'in,'en,,,,,,,,,
'rembang,'1057629426635001857,31/10/2018 20.44,'social_media,'twitter,'status,'keyword,'rembang,'840878118030135296,'agung5473,'Agung Rembang,'Bisa jawab pertanyaan... Silahkan ambil sepedanya  #InovasiDesa @EkoSandjojo @ganjarpranowo @bupati_rbg @tppindonesia https://t.co/6cgjnfGmQZ,0,'http://pbs.twimg.com/profile_images/856506739109183493/74aKcG1o_normal.jpg,"[""http://pbs.twimg.com/media/Dq10WzsVYAEAqOD.jpg""]",'https://twitter.com/statuses/1057629426635001857,'Pemerintahan Teknologi Ekonomi & Bisnis,,,,,"[{""id"":""758565899032854528"",""name"":""EkoSandjojo""},{""id"":""109762193"",""name"":""ganjarpranowo""},{""id"":""4911208548"",""name"":""bupati_rbg""},{""id"":""820643331839397888"",""name"":""tppindonesia""}]",2638,0,0,0,,'Rembang, Indonesia,,[],0,,,,'in,'id,,,,,,,,
'purbalingga,'1057534537184526337,31/10/2018 14.27,'social_media,'twitter,'status,'keyword,'purbalingga,'463744067,'Gogoyan_,'Riyan Hidayat ™,'Bismillahirrahmanirrahim Jual knlpot motor 4tak dan 2tak Racing dan semi racing ZEM factory asal Purbalingga Monggoh mau tanya bisa chat Via Messenger / WA 08973561234 Kepuasan pelanggan adalah kewajiban kami... https://t.co/4oiyapJcao,0,'http://pbs.twimg.com/profile_images/712978439997759488/LfQQR0B5_normal.jpg,[],'https://twitter.com/statuses/1057534537184526337,'may success always follow you everytime ....  confront life with a smile ....  others pretend I'm what it is ....  Talk less do more .... Pin :: 56DAFF51,,,,,[],148,0,0,0,,'Purbalingga, jawa tengah,,[],0,,,,'in,'id,,,,,,,,
'purbalingga,'1057512159847038978,31/10/2018 12.58,'social_media,'twitter,'status,'keyword,'purbalingga,'463744067,'Gogoyan_,'Riyan Hidayat ™,'Bismillahirrahmanirrahim Jual knlpot motor 4tak dan 2tak Racing dan semi racing ZEM factory asal Purbalingga Monggoh mau tanya bisa chat Via Messenger / WA 08973561234 Kepuasan pelanggan adalah kewajiban kami... https://t.co/sf6vDkSgAL,0,'http://pbs.twimg.com/profile_images/712978439997759488/LfQQR0B5_normal.jpg,[],'https://twitter.com/statuses/1057512159847038978,'may success always follow you everytime ....  confront life with a smile ....  others pretend I'm what it is ....  Talk less do more .... Pin :: 56DAFF51,,,,,[],148,0,0,0,,'Purbalingga, jawa tengah,,[],0,,,,'in,'id,,,,,,,,
'purbalingga,'1057513414954754048,31/10/2018 13.03,'social_media,'twitter,'status,'keyword,'purbalingga,'463744067,'Gogoyan_,'Riyan Hidayat ™,'Bismillahirrahmanirrahim Jual knlpot motor 4tak dan 2tak Racing dan semi racing ZEM factory asal Purbalingga Monggoh mau tanya bisa chat Via Messenger / WA 08973561234 Kepuasan pelanggan… https://t.co/2c374cvHSO,0,'http://pbs.twimg.com/profile_images/712978439997759488/LfQQR0B5_normal.jpg,[],'https://twitter.com/statuses/1057513414954754048,'may success always follow you everytime ....  confront life with a smile ....  others pretend I'm what it is ....  Talk less do more .... Pin :: 56DAFF51,,,,,[],148,0,0,0,,'Purbalingga, jawa tengah,,[],0,,,,'in,'id,,,,,,,,
'purbalingga,'1057514629235163137,31/10/2018 13.08,'social_media,'twitter,'status,'keyword,'purbalingga,'463744067,'Gogoyan_,'Riyan Hidayat ™,'Bismillahirrahmanirrahim Jual knlpot motor 4tak dan 2tak Racing dan semi racing ZEM factory asal Purbalingga Monggoh mau tanya bisa chat Via Messenger / WA 08973561234 Kepuasan pelanggan… https://t.co/3ovnJiYKcw,0,'http://pbs.twimg.com/profile_images/712978439997759488/LfQQR0B5_normal.jpg,[],'https://twitter.com/statuses/1057514629235163137,'may success always follow you everytime ....  confront life with a smile ....  others pretend I'm what it is ....  Talk less do more .... Pin :: 56DAFF51,,,,,[],148,0,0,0,,'Purbalingga, jawa tengah,,[],0,,,,'in,'id,,,,,,,,
'purbalingga,'1057514406765060096,31/10/2018 13.07,'social_media,'twitter,'status,'keyword,'purbalingga,'463744067,'Gogoyan_,'Riyan Hidayat ™,'Bismillahirrahmanirrahim Jual knlpot motor 4tak dan 2tak Racing dan semi racing ZEM factory asal Purbalingga Monggoh mau tanya bisa chat Via Messenger / WA 08973561234 Kepuasan pelanggan… https://t.co/4FKuENLvK9,0,'http://pbs.twimg.com/profile_images/712978439997759488/LfQQR0B5_normal.jpg,[],'https://twitter.com/statuses/1057514406765060096,'may success always follow you everytime ....  confront life with a smile ....  others pretend I'm what it is ....  Talk less do more .... Pin :: 56DAFF51,,,,,[],148,0,0,0,,'Purbalingga, jawa tengah,,[],0,,,,'in,'id,,,,,,,,
