original_id,date_created,resource_type,specific_resource_type,specific_type,stream_type,object_content,from_id,from_username,name,content,final_sentiment,from_display_picture,media_link,link,bio,reply_to_original_id,reply_to_user_id,retweet_from_original_id,retweet_from_user_id,mentioned,audience,virality,applause,talk,timezone,location,gender,interest,score,negara,kota,provinsi,lang,userlang
'1902657444245502835_3239096569,01/11/2018 08:07,'social_media,'instagram,'media,'keyword,'nissanindonesia,'prospectspeed,'prospectspeed,'prospectspeed,'[KUNJUNGAN] Kunjungan langsung Top One Oil Amerika ketika penyerahan hadiah pada awal merintis @prospectspeed _______________________________________________________ PROSPECT SPEED ® Otomotive & Car Repair _______________________________________________________ Buka di hari Senin - Sabtu Pukul 08.00 - 17.00 WIB _______________________________________________________ Jl. Raya Tuban - Babat KM 3,-1, Tuban. SMS/ WA: 0813-3121-3679 IG: @prospectspeed _______________________________________________________ #tuban #beritatuban #wartatuban #lingkartuban #infotuban #bengkel #bengkelmobil #bengkelmobiltuban #infootomotif #hondaindonesia #toyotaindonesia #daihatsuindonesia #nissanindonesia #fordindonesia #bmwindonesia #mitsubisiindonesia #mecedesbenzindonesia #datsunindonesia #peugeotindonesia,2,,"[""https://scontent.cdninstagram.com/vp/0ca402465bc63ae0a1637e5fe44b560e/5C6705F2/t51.2885-15/sh0.08/e35/s640x640/43064782_288711018650097_1510892191279828539_n.jpg""]",'https://www.instagram.com/p/BpnmN1lgXtz/,,,,,,[],0,0,23,0,,,,[],23,,,
'1902644353253585351_1487750253,01/11/2018 07:41,'social_media,'instagram,'media,'keyword,'nissanindonesia,'cardify.autoparts,'cardify.autoparts,'cardify.autoparts,'bantu jual Rp 9jt nego Dub Style R22 × 9 rata PCD 6 × 139 Ban 4pcs Achilles 285/40 85% line : peterangka whatsapp : 083806643280 #CARDIFYautoparts #jualvelg #jualban #banbekas #velgbekas #velgsecond #ladyonwheels #tokovelgonline #tokovelg #tokoban #velgban #velgmobil #hondaindonesia #mitsubishiindonesia #aksesorismobil #toyotaid #hellish_tuned #nissanindonesia #indoricer #loweredproject #velgreplika #velgmurah #simplyfitment #mazdaindonesia #jualanvelg #velgtaiwan #eastproject_ #wheelsforsale #indonesiancarsociety #variasimobil,2,,"[""https://scontent.cdninstagram.com/vp/cfdf4c1890d3ad215b9bb96b5df9e060/5C8A2344/t51.2885-15/sh0.08/e35/s640x640/43914856_2279751642244619_5737210902960510759_n.jpg""]",'https://www.instagram.com/p/BpnjPVplTHH/,,,,,,[],0,0,4,0,,,,[],4,,,,,
'1902619952403617220_4768350011,01/11/2018 06:54,'social_media,'instagram,'media,'keyword,'nissanindonesia,'vi.nissan,'vi.nissan,'vi.nissan,'PROMO NISSAN GRANDLIVINA Info dan Pemesanan Hub: ViVi 081908067788 #promonissangranlivinajakarta#promonissanakhirtahun#diskonakhirtahunnissan#diskonakhortahun#dpkecilnissan#dpkecildatsun#nissanindonesia#nissanjakarta#dpminimmobil#diminim#dpminimtoyota#dpminimhonda#dpminimdatsun#xpanderjakarta#xpanderjakartaselatan#modifikasimobil#velgmobil#ferraricaliforniajakarta#ferrarijakarta#hummerjakarta#astonmartinjakartaservicecenter#astonmartinjakarta,2,,"[""https://scontent.cdninstagram.com/vp/efd75198fbb6ff8b25220bfaa11be45b/5BDCB8B6/t51.2885-15/sh0.08/e35/s640x640/44341435_257190898476729_6172015422964742589_n.jpg""]",'https://www.instagram.com/p/BpndsQllpXE/,,,,,,[],0,0,0,0,,,,[],0,,,,,
'1902478500019838196_8599470745,01/11/2018 02:12,'social_media,'instagram,'media,'keyword,'nissanindonesia,'bio.program3,'bio.program3,'bio.program3,'Alhamdulillah semakin banyak yang terbantu dengan promil kami,-1,  tetap semangat dalam menjemput si buah hati. 💪💪 WA 085842335748,i,,"[""https://scontent.cdninstagram.com/vp/33aed63bca29ba1283cf40e2337cfcbd/5C74E65C/t51.2885-15/sh0.08/e35/s640x640/43984723_918771861662428_2015109587128360171_n.jpg""]",'https://www.instagram.com/p/Bpm9h2ygBz0/,,,,,,[],0,0,14,0,,,,[],14,,,
'1902470410894029111_8599218317,01/11/2018 01:56,'social_media,'instagram,'media,'keyword,'nissanindonesia,'bio.program2,'bio.program2,'bio.program2,'Mau tahu enggak bagaimana caranya bisa positif hamil dalam waktu 1-3 bulan ? Mau tahu enggak gimana caranya menghilangkan KISTA,-1, menghilangkan Keputihan, PCOS, Toxo, Rubella dengan cara mudah ?  Mau tahu enggak gimana cara mengobati suami yang kena masalah Azoospermia (sperma kosong/mandul), Oligospermia (sperma encer), Asthenozospermia (sperma kurang gesit), Teratospermia (sperma bentuknya tak lazim), Varikokel, Ejakulasi Dini, Lemah Syahwat dll dengan cara cepat, sehat dan Tepat ?  Mau tahu enggak bagaimana caranya menurunkan Berat Badan 5-10 kg dalam 2 minggu tapi badan tetap sehat dan bugar ?  Yang mau tahu kontak kami ya Konsultasi Gratis  Wa 085842335748,i,,"[""https://scontent.cdninstagram.com/vp/49b70ea3f3380041b90c3fafe6a3382e/5C76E8C4/t51.2885-15/sh0.08/e35/s640x640/44338627_335127757263774_6044627747151705961_n.jpg""]",'https://www.instagram.com/p/Bpm7sJNB7E3/,,,,,,[],0,0
'1057980579529048065,01/11/2018 20:00,'social_media,'twitter,'status,'account,ID_Datsun,'1595859774,'ID_Datsun,'Datsun Indonesia,'Jangan batasi eksplorasi Anda bersama Datsun CROSS. Dibekali dengan peredam yang cepat merespon setiap goncangan,-1,2,'http://pbs.twimg.com/profile_images/949661893551013888/5qSiGtUO_normal.jpg,"[""http://pbs.twimg.com/media/Dq6iCuWUwAArVML.jpg""]",'https://twitter.com/statuses/1057980579529048065,'Welcome to the official Twitter account of DATSUN Indonesia.,,,,,[],22185,0,2,0,,'Indonesia,'male,"[""economy""]",2,,,,'in
'1058025503729233921,01/11/2018 22:58,'social_media,'twitter,'status,'keyword,'datsun,'406824247,'NDarmansyah,'Niko darmansyah,'@BungaAlaenaW Datsun kali,2,'http://pbs.twimg.com/profile_images/845924532175056896/hXoOW5hb_normal.jpg,[],'https://twitter.com/statuses/1058025503729233921,'�?victoria concordia crescit,'1058020964565319680,'1176217525,,,"[{""id"":""\\""1176217525\\"""",""name"":""\\""BungaAlaenaW\\""""}]",218,0,0,0,,'Emirates stadium,,"[""sports""]",0,,,,'tr,'id
'1057981026582970373,01/11/2018 20:01,'social_media,'twitter,'status,'keyword,'datsun,'50403537,'Marewa_djaem,'M. Adry Ardianta R,'Info Pemesanan hubungi 085242605060 #datsunlatimojong #salesdatsun #salesnissan,2,'http://pbs.twimg.com/profile_images/1056403718373965825/-xGrY3fR_normal.jpg,[],'https://twitter.com/statuses/1057981026582970373,'selalu berusaha tersenyum meski dalam keadaan sesulit apapun,,,,,[],647,0,0,0,,'indonesia,,"[""game""]",0,,,,'in,'id
'1057803028613365760,01/11/2018 08:14,'social_media,'twitter,'status,'keyword,'datsun,'814277514285547520,'fnjooot,'SKUMPY,'Liat pantat brio yang baru seperti liat mobil dibawah standart LCGC,-1,0,'http://pbs.twimg.com/profile_images/1041217799073357824/lYi0NtZg_normal.jpg,[],'https://twitter.com/statuses/1057803028613365760,"'Tidak butuh ""DRAMA"" untuk hidup..",,,,,[],49,0,0,0,,'Indonesia,,"[""technology""]",0,,,,'in
'1057702792050208773,01/11/2018 01:36,'social_media,'twitter,'status,'keyword,'datsun,'139012242,'shareinone,'lokermdnsumutindo,'Nissan Datsun Gatsu https://t.co/u3cwaXrqQK,2,'http://pbs.twimg.com/profile_images/772475817699926016/5svqQnN__normal.jpg,[],'https://twitter.com/statuses/1057702792050208773,'I Like You Because You Like Me!! Just It!! http://loker.medansumut.tk | http://lokersumut.net,,,,,[],203,0,0,0,,'Sumatera Utara,,"[""education""]",0,,,,'tr,'id
'1058011150334418944,01/11/2018 22:01,'social_media,'twitter,'status,'keyword,'nissan,'2208844111,'FAKTA200,'#200FAKTADUNIA,'Nama mobil Nissan berasal dari bahasa jepang Ni : 2 dan San : 3. Nissan : 23,0,'http://pbs.twimg.com/profile_images/416308318827597824/yQiXX677_normal.jpeg,[],'https://twitter.com/statuses/1058011150334418944,'200 FAKTA DAN INFORMASI UNTUK PENGETAHUAN ANDA.,,,,,[],736,0,0,0,,'INDONESIA,,"[""culinary"",""education"",""health""]",0,,,,'in,'id
'1058002302798315521,01/11/2018 21:26,'social_media,'twitter,'status,'keyword,'nissan,'768527940,'Must_ovic,'sutan Bari piliang,'Nissan grand Livina 1.5 XV ultimate 2010 matic... harga 125 jt pajak panjang bulan 2 / 2019  unit pemakain pribadi yang minat hub / wa  082387394963 Ibrahim Arfan,0,'http://pbs.twimg.com/profile_images/826063647868727297/JC0SrmLM_normal.jpg,[],'https://twitter.com/statuses/1058002302798315521,'Jadikan akhirat di hatimu, dunia di tanganmu, dan kematian di pelupuk matamu,,,,,[],1775,0,0,0,,'» Marantau  di bumi Allah «,'male,[],0,,,
'1057992811067301888,01/11/2018 20:48,'social_media,'twitter,'status,'keyword,'nissan,'4552671391,'nissanmobilku,'Nissan Mobil Terbaik,'Begini Wujud Penantang Motor Listrk Zero di IMOS 2018 dari Tiongkok https://t.co/vrPjF7AjIC @nissanmobilku https://t.co/lVmuf2FxQE,0,'http://pbs.twimg.com/profile_images/676231166601527297/Jo7FJChq_normal.jpg,"[""http://pbs.twimg.com/media/Dq6-2sJVYAAj2iB.jpg""]",'https://twitter.com/statuses/1057992811067301888,'Nissan, Mobil Terbaik Pilihan Keluarga Indonesia,,,,,"[{""id"":""\\""4552671391\\"""",""name"":""\\""nissanmobilku\\""""}]",12,0,0,0,,'Indonesia,,"[""technology"",""automotive"",""travel""]",0,,,,'in
'1057992806776549376,01/11/2018 20:48,'social_media,'twitter,'status,'keyword,'nissan,'4552671391,'nissanmobilku,'Nissan Mobil Terbaik,'Sosok Futuristik Skutik Honda Mejeng di IMOS 2018,-1,0,'http://pbs.twimg.com/profile_images/676231166601527297/Jo7FJChq_normal.jpg,"[""http://pbs.twimg.com/media/Dq6-2bxU8AEcilh.jpg""]",'https://twitter.com/statuses/1057992806776549376,'Nissan, Mobil Terbaik Pilihan Keluarga Indonesia,,,,,"[{""id"":""\\""4552671391\\"""",""name"":""\\""nissanmobilku\\""""}]",12,0,0,0,,'Indonesia,,"[""technology"",""automotive"",""travel""]",0,,,
'1057972295937880064,01/11/2018 19:27,'social_media,'twitter,'status,'keyword,'nissan,'700845238328250368,'nissanxtrailsuv,'Nissan X-Trail Mobil,'Nissan X-Trail SUV  Tak Ingin Mubazir,-1,0,'http://pbs.twimg.com/profile_images/700845686552551424/zndt4abX_normal.jpg,"[""http://pbs.twimg.com/media/Dq6sMjdU4AAPnXJ.jpg""]",'https://twitter.com/statuses/1057972295937880064,'Nissan X-Trail, Mobil SUV Paling Tangguh dan Nyaman,,,,,[],47,0,0,0,,,,"[""technology"",""automotive"",""travel""]",0,,,
'1057972288463691777,01/11/2018 19:27,'social_media,'twitter,'status,'keyword,'nissan,'700845238328250368,'nissanxtrailsuv,'Nissan X-Trail Mobil,'Nissan X-Trail SUV  Beda Cuma Rp500 Ribu,-1,0,'http://pbs.twimg.com/profile_images/700845686552551424/zndt4abX_normal.jpg,"[""http://pbs.twimg.com/media/Dq6sMHQUcAE_v3x.jpg""]",'https://twitter.com/statuses/1057972288463691777,'Nissan X-Trail, Mobil SUV Paling Tangguh dan Nyaman,,,,,[],47,0,0,0,,,,"[""technology"",""automotive"",""travel""]",0,,,
'1057964452275015680,01/11/2018 18:55,'social_media,'twitter,'status,'keyword,'nissan,'913302568243097600,'aangkurn89,'Aang Kurniawan,'Promo Oli Shell s/d 30 November 2018 Gratis 1 Liter setiap ganti Oli di Nissan Magelang,-1,0,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,[],'https://twitter.com/statuses/1057964452275015680,,,,,,[],0,0,0,0,,,'male,[],0,,,,'in
'1057939433272557570,01/11/2018 17:16,'social_media,'twitter,'status,'keyword,'nissan,'2428721827,'nissanpdg,'NISSAN PADANG,'Kenapaaa.... di viralkan ini... aduhhhh ketahuan https://t.co/Rhpfm4eW3d,0,'http://pbs.twimg.com/profile_images/452637965567533056/0X46OFFs_normal.jpeg,[],'https://twitter.com/statuses/1057939433272557570,'Dealer resmi Nissan,,,,,[],86,0,0,0,,'padang,,"[""automotive"",""education"",""game""]",0,'Indonesia,'Padang,'Sumatera Barat,'in,'id
'1057935572617043970,01/11/2018 17:01,'social_media,'twitter,'status,'keyword,'nissan,'938689012792942592,'mrjmotorsport,'Mrjmotorsport,"'Nissan Serena with Alpina R18x8"" 5x100-114 . MRJ Motorsport Pasar Mobil Kemayoran Blok K 06 dan K 07 / masuk Pintu 7 seberang gereja perempatan pertama sebelum ""HK AUDIO""… https://t.co/ezKezxKhvA",0,'http://pbs.twimg.com/profile_images/938710713668853760/kVEYYHMY_normal.jpg,[],'https://twitter.com/statuses/1057935572617043970,'Bisnis Hobi,,,,,[],16,0,0,0,,'Kemayoran, Indonesia,,"[""economy""]",0,,,,'in
'1057931101493051392,01/11/2018 16:43,'social_media,'twitter,'status,'keyword,'nissan,'421498910,'purnomoNISSAN,'Purnomo,'Saya menjual All New ... seharga Rp239.700.000. Dapatkan produk ini hanya di Shopee! https://t.co/SVDf6G694E #ShopeeID https://t.co/EEtO8d6wFy,0,'http://pbs.twimg.com/profile_images/1042781259393425408/VpnuNvj3_normal.jpg,"[""http://pbs.twimg.com/media/Dq6GuweVsAEVUJH.jpg""]",'https://twitter.com/statuses/1057931101493051392,'Jual mobil baru di JAKARTA.  CALL/WHATSAPP : 0878 7797 0879 pin BB : D291B1DE,,,,,[],50,0,0,0,,'DKI Jakarta, Indonesia,'male,"[""automotive"",""travel"",""art"",""economy""]",0,,,,'in
'1057929172293566465,01/11/2018 16:35,'social_media,'twitter,'status,'keyword,'nissan,'421498910,'purnomoNISSAN,'Purnomo,'Saya menjual Nissan G... seharga Rp239.700.000. Dapatkan produk ini hanya di Shopee! https://t.co/YinIoxVzdr #ShopeeID https://t.co/11ZpCUDQ9n,0,'http://pbs.twimg.com/profile_images/1042781259393425408/VpnuNvj3_normal.jpg,"[""http://pbs.twimg.com/media/Dq6E-d2U0AALVq0.jpg""]",'https://twitter.com/statuses/1057929172293566465,'Jual mobil baru di JAKARTA.  CALL/WHATSAPP : 0878 7797 0879 pin BB : D291B1DE,,,,,[],50,0,0,0,,'DKI Jakarta, Indonesia,'male,"[""automotive"",""travel"",""art"",""economy""]",0,,,,'in
'1057927623756603392,01/11/2018 16:29,'social_media,'twitter,'status,'keyword,'nissan,'421498910,'purnomoNISSAN,'Purnomo,'Saya menjual Grand Li... seharga Rp274.000.000. Dapatkan produk ini hanya di Shopee! https://t.co/diqBf1VMBI #ShopeeID https://t.co/eyVgWlkeni,0,'http://pbs.twimg.com/profile_images/1042781259393425408/VpnuNvj3_normal.jpg,"[""http://pbs.twimg.com/media/Dq6DkUvUwAEZdh0.jpg""]",'https://twitter.com/statuses/1057927623756603392,'Jual mobil baru di JAKARTA.  CALL/WHATSAPP : 0878 7797 0879 pin BB : D291B1DE,,,,,[],50,0,0,0,,'DKI Jakarta, Indonesia,'male,"[""automotive"",""travel"",""art"",""economy""]",0,,,,'in
'1057917959371399168,01/11/2018 15:51,'social_media,'twitter,'status,'keyword,'nissan,'721923468141301760,'iklan5758,'Iklan Maju Mapan,'Nissan March 1.2 Manual 2012 Silver Dp 8 JT https://t.co/QsRQcH05DK,0,'http://pbs.twimg.com/profile_images/721923661741948928/6NvckORC_normal.jpg,[],'https://twitter.com/statuses/1057917959371399168,,,,,,[],324,0,0,0,,,,[],0,,,,'in,'id
'1057912858107879424,01/11/2018 15:30,'social_media,'twitter,'status,'keyword,'nissan,'421498910,'purnomoNISSAN,'Purnomo,'Mekanisme Tilang Elektronik di Jakarta... #jakarta #insta #infojkt #nissan  Cari tau yuk info mobilnya disini aja 087877970878 #bantujualan #jualapaaja @ NISSAN Radin Inten https://t.co/4JIJEfUAXW,0,'http://pbs.twimg.com/profile_images/1042781259393425408/VpnuNvj3_normal.jpg,[],'https://twitter.com/statuses/1057912858107879424,'Jual mobil baru di JAKARTA.  CALL/WHATSAPP : 0878 7797 0879 pin BB : D291B1DE,,,,,[],50,0,0,0,,'DKI Jakarta, Indonesia,'male,"[""automotive"",""travel"",""art"",""economy""]",0,,,,'in
'1057900592872382465,01/11/2018 14:42,'social_media,'twitter,'status,'keyword,'nissan,'4552671391,'nissanmobilku,'Nissan Mobil Terbaik,'Beda Cuma Rp500 Ribu,-1,0,'http://pbs.twimg.com/profile_images/676231166601527297/Jo7FJChq_normal.jpg,"[""http://pbs.twimg.com/media/Dq5q-xmVsAAfuoP.jpg""]",'https://twitter.com/statuses/1057900592872382465,'Nissan, Mobil Terbaik Pilihan Keluarga Indonesia,,,,,"[{""id"":""\\""4552671391\\"""",""name"":""\\""nissanmobilku\\""""}]",12,0,0,0,,'Indonesia,,"[""technology"",""automotive"",""travel""]",0,,,
'1057900577210781696,01/11/2018 14:42,'social_media,'twitter,'status,'keyword,'nissan,'4552671391,'nissanmobilku,'Nissan Mobil Terbaik,'Freego dan Lexi Bisa Saling Makan,-1,0,'http://pbs.twimg.com/profile_images/676231166601527297/Jo7FJChq_normal.jpg,"[""http://pbs.twimg.com/media/Dq5q99dU0AAX0Tk.jpg""]",'https://twitter.com/statuses/1057900577210781696,'Nissan, Mobil Terbaik Pilihan Keluarga Indonesia,,,,,"[{""id"":""\\""4552671391\\"""",""name"":""\\""nissanmobilku\\""""}]",12,0,0,0,,'Indonesia,,"[""technology"",""automotive"",""travel""]",0,,,
'1057888539592089600,01/11/2018 13:54,'social_media,'twitter,'status,'keyword,'nissan,'955739776069414912,'NissanYosep,'yosep nissan,'My team selamat ulang tahun papi😮😮😮 @ Ayam Kriwil Haji Nawi https://t.co/mEnhi7eOKe,0,'http://pbs.twimg.com/profile_images/956115014389153793/rIxIlfz4_normal.jpg,[],'https://twitter.com/statuses/1057888539592089600,'suka hal baru,,,,,[],3,0,0,0,,'Jakarta Selatan, DKI Jakarta,,[],0,'Indonesia,'Jakarta Selatan,'DKI Jakarta,'in
'1057865987754614784,01/11/2018 12:24,'social_media,'twitter,'status,'keyword,'nissan,'3067556646,'JapanKorea_DVD,'Hanbok Aisy,'[Copy Ori] Time in Nissan Stadium Concert Rp 50.000,0,'http://pbs.twimg.com/profile_images/574439534013775872/SUIblpOZ_normal.jpeg,[],'https://twitter.com/statuses/1057865987754614784,'Ready Stock Copy Ori Kpop dan Jpop. Bisa Request sesukamu. Free ongkir seluruh Indonesia,,,,,[],19,0,0,0,,'Surabaya,,"[""entertainment"",""economy"",""game"",""psychology""]",0,'Indonesia,'Surabaya,'Jawa Timur,'in,'id
'1057854509425156096,01/11/2018 11:39,'social_media,'twitter,'status,'keyword,'nissan,'4552671391,'nissanmobilku,'Nissan Mobil Terbaik,'Tata Harrier Mulai Masuk Lini Produksi,-1,0,'http://pbs.twimg.com/profile_images/676231166601527297/Jo7FJChq_normal.jpg,"[""http://pbs.twimg.com/media/Dq5BEebUcAAySKm.jpg""]",'https://twitter.com/statuses/1057854509425156096,'Nissan, Mobil Terbaik Pilihan Keluarga Indonesia,,,,,"[{""id"":""\\""4552671391\\"""",""name"":""\\""nissanmobilku\\""""}]",12,0,0,0,,'Indonesia,,"[""technology"",""automotive"",""travel""]",0,,,
'1057845184430510080,01/11/2018 11:02,'social_media,'twitter,'status,'keyword,'nissan,'992743232072138753,'NSJaguar911,'Yanto Hari,'AKI GS ASTRA Calcium 105D31L  12v 80ah Rp.1.735.000 ACCU911 Surabaya Tlp / WA : 087853444911 / 085102722911 #GS #ACCU #AKI #Surabaya #GSCalcium #Astra #Battery #24jam #Toyota #Fortuner #Nissan #Patrol #KIA #Pregio #Carnival #Sedona https://t.co/TFgAnYurq4,0,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"[""http://pbs.twimg.com/media/Dq4YkHWVsAAcgiW.jpg""]",'https://twitter.com/statuses/1057845184430510080,,,,,,[],2,2,3,0,,,'male,[],5,,,,'in,'id
'1057841409036668928,01/11/2018 10:47,'social_media,'twitter,'status,'keyword,'nissan,'992743232072138753,'NSJaguar911,'Yanto Hari,'AKI GS ASTRA Calcium 75D23L  12v 65ah Rp.1.285.000 ACCU911 Surabaya Tlp / WA : 087853444911 / 085102722911 #GS #ACCU #AKI #Surabaya #24jam #innova #Toyota #Alphard #Camry #Fortuner #Nissan #Juke #Xtrail #Serena #Mitsubishi #Outlander #KIA #Rio https://t.co/60cpaLqkzC,0,'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"[""http://pbs.twimg.com/media/Dq4VKDoV4AAGWkR.jpg""]",'https://twitter.com/statuses/1057841409036668928,,,,,,[],2,2,3,0,,,'male,[],5,,,,'in,'id
'1057833482238525440,01/11/2018 10:15,'social_media,'twitter,'status,'keyword,'nissan,'2368828393,'yudiboy120790,'Yudi sanjaya,'di sewakan mobil nissan evalia manual include driver atau supir Mobil terawat dan bersih Driver pengalaman,-1,0,'http://pbs.twimg.com/profile_images/533611830313099264/4fAwK3mv_normal.jpeg,[],'https://twitter.com/statuses/1057833482238525440,'line: yudiboy120790,,,,,[],117,0,0,0,,'jakarta,'male,[],0,,,,'in
'1057717512425652226,01/11/2018 02:34,'social_media,'twitter,'status,'keyword,'nissan,'106216226,'jhon_wieyono,'Jhon wisata Bandung,'Rental mobil Nissan Serena di sekitar Hotel Trio Bandung https://t.co/5Nuo6pKNoz https://t.co/4pn9OIy9tg,0,'http://pbs.twimg.com/profile_images/724924799810674688/RMYnVBA9_normal.jpg,"[""http://pbs.twimg.com/media/Dq3EeNzVYAAL0JY.jpg""]",'https://twitter.com/statuses/1057717512425652226,'Bandung city tour termurah hanya di seratour yang beralamat di Jl. Ir. H. Djuanda no 477 Dago Atas (022)2535898,,,,,[],125,0,0,0,,'Bandung, Jawa Barat,'male,"[""automotive"",""travel"",""fashion""]",0,'Indonesia,'Bandung,'Jawa Barat,'in
'1057698729963139077,01/11/2018 01:20,'social_media,'twitter,'status,'keyword,'nissan,'700845238328250368,'nissanxtrailsuv,'Nissan X-Trail Mobil,'Nissan X-Trail SUV  Resmi,-1,5 Juta https://t.co/M4BlYtzgHk Mobil Sporty Terbaik https://t.co/ay5EGzoPNh,0,'http://pbs.twimg.com/profile_images/700845686552551424/zndt4abX_normal.jpg,"[""http://pbs.twimg.com/media/Dq2zY6nVYAEQxy0.jpg""]",'https://twitter.com/statuses/1057698729963139077,'Nissan X-Trail, Mobil SUV Paling Tangguh dan Nyaman,,,,,[],47,0,0,0,,,,"[""technology"",""automotive"",""travel""]",0,,
